fecha_dia,FECHA_HORA_RDF,codigo_estacion,sentido_codigo,Hora_Codigo,Valor_Intensidad
,,,,HOR10,4288
,,,,HOR11,3898
,,,,HOR12,3581
04/03/2025,2025-03-04T01:00:00,ES11,Oeste,HOR1,3578
,,,,HOR2,3732
,,,,HOR3,4530
,,,,HOR4,5463
,,,,HOR5,5082
,,,,HOR6,5159
,,,,HOR7,5167
,,,,HOR8,5073
,,,,HOR9,4869
,,,,HOR10,4446
,,,,HOR11,2672
,,,,HOR12,1584
04/03/2025,2025-03-04T01:00:00,ES12,Norte,HOR1,293
,,,,HOR2,220
,,,,HOR3,185
,,,,HOR4,242
,,,,HOR5,405
,,,,HOR6,1220
,,,,HOR7,1699
,,,,HOR8,1247
,,,,HOR9,1516
,,,,HOR10,1767
,,,,HOR11,1795
,,,,HOR12,1705
04/03/2025,2025-03-04T01:00:00,ES12,Sur,HOR1,1508
,,,,HOR2,1380
,,,,HOR3,1620
,,,,HOR4,1627
,,,,HOR5,1520
,,,,HOR6,801
,,,,HOR7,691
,,,,HOR8,985
,,,,HOR9,1214
,,,,HOR10,1084
,,,,HOR11,1432
,,,,HOR12,664
04/03/2025,2025-03-04T01:00:00,ES12,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES12,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES13,Norte,HOR1,210
,,,,HOR2,164
,,,,HOR3,110
,,,,HOR4,103
,,,,HOR5,163
,,,,HOR6,429
,,,,HOR7,1023
,,,,HOR8,1432
,,,,HOR9,1386
,,,,HOR10,1364
,,,,HOR11,1396
,,,,HOR12,1435
04/03/2025,2025-03-04T01:00:00,ES13,Sur,HOR1,1398
,,,,HOR2,1393
,,,,HOR3,1265
,,,,HOR4,1349
,,,,HOR5,1383
,,,,HOR6,1507
,,,,HOR7,1355
,,,,HOR8,1193
,,,,HOR9,751
,,,,HOR10,588
,,,,HOR11,694
,,,,HOR12,379
04/03/2025,2025-03-04T01:00:00,ES13,Este,HOR1,277
,,,,HOR2,193
,,,,HOR3,171
,,,,HOR4,111
,,,,HOR5,169
,,,,HOR6,445
,,,,HOR7,1081
,,,,HOR8,1598
,,,,HOR9,1714
,,,,HOR10,1569
,,,,HOR11,1633
,,,,HOR12,1697
04/03/2025,2025-03-04T01:00:00,ES13,Oeste,HOR1,1789
,,,,HOR2,1839
,,,,HOR3,1588
,,,,HOR4,1610
,,,,HOR5,1662
,,,,HOR6,1721
,,,,HOR7,1665
,,,,HOR8,1472
,,,,HOR9,932
,,,,HOR10,641
,,,,HOR11,697
,,,,HOR12,531
04/03/2025,2025-03-04T01:00:00,ES14,Norte,HOR1,17
,,,,HOR2,19
,,,,HOR3,12
,,,,HOR4,14
,,,,HOR5,24
,,,,HOR6,58
,,,,HOR7,200
,,,,HOR8,527
,,,,HOR9,471
,,,,HOR10,404
,,,,HOR11,428
,,,,HOR12,425
04/03/2025,2025-03-04T01:00:00,ES14,Sur,HOR1,440
,,,,HOR2,335
,,,,HOR3,343
,,,,HOR4,338
,,,,HOR5,320
,,,,HOR6,292
,,,,HOR7,285
,,,,HOR8,237
,,,,HOR9,157
,,,,HOR10,109
,,,,HOR11,139
,,,,HOR12,44
04/03/2025,2025-03-04T01:00:00,ES14,Este,HOR1,18
,,,,HOR2,16
,,,,HOR3,6
,,,,HOR4,6
,,,,HOR5,17
,,,,HOR6,23
,,,,HOR7,86
,,,,HOR8,188
,,,,HOR9,226
,,,,HOR10,262
,,,,HOR11,307
,,,,HOR12,336
04/03/2025,2025-03-04T01:00:00,ES14,Oeste,HOR1,334
,,,,HOR2,295
,,,,HOR3,252
,,,,HOR4,250
,,,,HOR5,294
,,,,HOR6,339
,,,,HOR7,267
,,,,HOR8,204
,,,,HOR9,104
,,,,HOR10,74
,,,,HOR11,107
,,,,HOR12,50
04/03/2025,2025-03-04T01:00:00,ES15,Norte,HOR1,49
,,,,HOR2,29
,,,,HOR3,17
,,,,HOR4,22
,,,,HOR5,58
,,,,HOR6,283
,,,,HOR7,842
,,,,HOR8,1195
,,,,HOR9,969
,,,,HOR10,825
,,,,HOR11,822
,,,,HOR12,803
04/03/2025,2025-03-04T01:00:00,ES15,Sur,HOR1,814
,,,,HOR2,961
,,,,HOR3,857
,,,,HOR4,864
,,,,HOR5,910
,,,,HOR6,905
,,,,HOR7,790
,,,,HOR8,715
,,,,HOR9,399
,,,,HOR10,259
,,,,HOR11,687
,,,,HOR12,156
04/03/2025,2025-03-04T01:00:00,ES15,Este,HOR1,31
,,,,HOR2,20
,,,,HOR3,16
,,,,HOR4,11
,,,,HOR5,32
,,,,HOR6,136
,,,,HOR7,542
,,,,HOR8,991
,,,,HOR9,1056
,,,,HOR10,1037
,,,,HOR11,814
,,,,HOR12,740
04/03/2025,2025-03-04T01:00:00,ES15,Oeste,HOR1,779
,,,,HOR2,878
,,,,HOR3,752
,,,,HOR4,656
,,,,HOR5,838
,,,,HOR6,1026
,,,,HOR7,1002
,,,,HOR8,585
,,,,HOR9,311
,,,,HOR10,183
,,,,HOR11,183
,,,,HOR12,77
04/03/2025,2025-03-04T01:00:00,ES16,Norte,HOR1,218
,,,,HOR2,155
,,,,HOR3,118
,,,,HOR4,98
,,,,HOR5,153
,,,,HOR6,343
,,,,HOR7,992
,,,,HOR8,1402
,,,,HOR9,1205
,,,,HOR10,1281
,,,,HOR11,1445
,,,,HOR12,1504
04/03/2025,2025-03-04T01:00:00,ES16,Sur,HOR1,1545
,,,,HOR2,1526
,,,,HOR3,1411
,,,,HOR4,1522
,,,,HOR5,1596
,,,,HOR6,1629
,,,,HOR7,1513
,,,,HOR8,1407
,,,,HOR9,883
,,,,HOR10,631
,,,,HOR11,998
,,,,HOR12,457
04/03/2025,2025-03-04T01:00:00,ES16,Este,HOR1,182
,,,,HOR2,131
,,,,HOR3,143
,,,,HOR4,110
,,,,HOR5,183
,,,,HOR6,461
,,,,HOR7,1487
,,,,HOR8,1476
,,,,HOR9,1528
,,,,HOR10,1524
,,,,HOR11,1592
,,,,HOR12,1518
04/03/2025,2025-03-04T01:00:00,ES16,Oeste,HOR1,1413
,,,,HOR2,1405
,,,,HOR3,1297
,,,,HOR4,1392
,,,,HOR5,1478
,,,,HOR6,1426
,,,,HOR7,1448
,,,,HOR8,1185
,,,,HOR9,704
,,,,HOR10,437
,,,,HOR11,474
,,,,HOR12,351
04/03/2025,2025-03-04T01:00:00,ES17,Norte,HOR1,282
,,,,HOR2,201
,,,,HOR3,179
,,,,HOR4,204
,,,,HOR5,372
,,,,HOR6,1549
,,,,HOR7,2982
,,,,HOR8,3356
,,,,HOR9,3111
,,,,HOR10,2836
,,,,HOR11,3013
,,,,HOR12,2998
04/03/2025,2025-03-04T01:00:00,ES17,Sur,HOR1,3078
,,,,HOR2,2917
,,,,HOR3,3029
,,,,HOR4,3125
,,,,HOR5,3145
,,,,HOR6,2902
,,,,HOR7,2909
,,,,HOR8,2533
,,,,HOR9,1434
,,,,HOR10,1068
,,,,HOR11,1359
,,,,HOR12,574
04/03/2025,2025-03-04T01:00:00,ES17,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES17,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES18,Norte,HOR1,71
,,,,HOR2,27
,,,,HOR3,23
,,,,HOR4,27
,,,,HOR5,36
,,,,HOR6,341
,,,,HOR7,1296
,,,,HOR8,1348
,,,,HOR9,1293
,,,,HOR10,1049
,,,,HOR11,834
,,,,HOR12,793
04/03/2025,2025-03-04T01:00:00,ES18,Sur,HOR1,661
,,,,HOR2,624
,,,,HOR3,579
,,,,HOR4,692
,,,,HOR5,657
,,,,HOR6,697
,,,,HOR7,648
,,,,HOR8,380
,,,,HOR9,233
,,,,HOR10,156
,,,,HOR11,191
,,,,HOR12,119
04/03/2025,2025-03-04T01:00:00,ES18,Este,HOR1,107
,,,,HOR2,68
,,,,HOR3,36
,,,,HOR4,34
,,,,HOR5,32
,,,,HOR6,78
,,,,HOR7,255
,,,,HOR8,528
,,,,HOR9,587
,,,,HOR10,582
,,,,HOR11,697
,,,,HOR12,732
04/03/2025,2025-03-04T01:00:00,ES18,Oeste,HOR1,837
,,,,HOR2,1007
,,,,HOR3,904
,,,,HOR4,761
,,,,HOR5,994
,,,,HOR6,1061
,,,,HOR7,1021
,,,,HOR8,864
,,,,HOR9,531
,,,,HOR10,331
,,,,HOR11,572
,,,,HOR12,248
04/03/2025,2025-03-04T01:00:00,ES19,Norte,HOR1,170
,,,,HOR2,163
,,,,HOR3,108
,,,,HOR4,82
,,,,HOR5,122
,,,,HOR6,254
,,,,HOR7,583
,,,,HOR8,1028
,,,,HOR9,1123
,,,,HOR10,1014
,,,,HOR11,1025
,,,,HOR12,1064
04/03/2025,2025-03-04T01:00:00,ES19,Sur,HOR1,994
,,,,HOR2,977
,,,,HOR3,962
,,,,HOR4,978
,,,,HOR5,1020
,,,,HOR6,1157
,,,,HOR7,1069
,,,,HOR8,1021
,,,,HOR9,605
,,,,HOR10,437
,,,,HOR11,1027
,,,,HOR12,303
04/03/2025,2025-03-04T01:00:00,ES19,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES19,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES20,Norte,HOR1,3248
,,,,HOR2,1603
,,,,HOR3,789
,,,,HOR4,540
,,,,HOR5,517
,,,,HOR6,608
,,,,HOR7,1251
,,,,HOR8,4114
,,,,HOR9,7992
,,,,HOR10,8822
,,,,HOR11,7786
,,,,HOR12,7337
04/03/2025,2025-03-04T01:00:00,ES20,Sur,HOR1,7954
,,,,HOR2,8529
,,,,HOR3,9944
,,,,HOR4,9999
,,,,HOR5,9999
,,,,HOR6,9999
,,,,HOR7,9999
,,,,HOR8,9999
,,,,HOR9,9999
,,,,HOR10,9999
,,,,HOR11,6101
,,,,HOR12,4610
04/03/2025,2025-03-04T01:00:00,ES20,Este,HOR1,2750
,,,,HOR2,1350
,,,,HOR3,746
,,,,HOR4,510
,,,,HOR5,505
,,,,HOR6,886
,,,,HOR7,3091
,,,,HOR8,9999
,,,,HOR9,7253
,,,,HOR10,5080
,,,,HOR11,7696
,,,,HOR12,9999
04/03/2025,2025-03-04T01:00:00,ES20,Oeste,HOR1,9446
,,,,HOR2,9474
,,,,HOR3,9999
,,,,HOR4,9999
,,,,HOR5,9999
,,,,HOR6,9999
,,,,HOR7,9999
,,,,HOR8,9999
,,,,HOR9,9877
,,,,HOR10,8636
,,,,HOR11,5425
,,,,HOR12,3974
04/03/2025,2025-03-04T01:00:00,ES21,Norte,HOR1,50
,,,,HOR2,41
,,,,HOR3,28
,,,,HOR4,26
,,,,HOR5,41
,,,,HOR6,142
,,,,HOR7,651
,,,,HOR8,957
,,,,HOR9,780
,,,,HOR10,685
,,,,HOR11,607
,,,,HOR12,710
04/03/2025,2025-03-04T01:00:00,ES21,Sur,HOR1,718
,,,,HOR2,816
,,,,HOR3,627
,,,,HOR4,765
,,,,HOR5,760
,,,,HOR6,891
,,,,HOR7,945
,,,,HOR8,891
,,,,HOR9,469
,,,,HOR10,301
,,,,HOR11,562
,,,,HOR12,141
04/03/2025,2025-03-04T01:00:00,ES21,Este,HOR1,53
,,,,HOR2,59
,,,,HOR3,23
,,,,HOR4,33
,,,,HOR5,85
,,,,HOR6,315
,,,,HOR7,1269
,,,,HOR8,2130
,,,,HOR9,2085
,,,,HOR10,1972
,,,,HOR11,1583
,,,,HOR12,1637
04/03/2025,2025-03-04T01:00:00,ES21,Oeste,HOR1,1573
,,,,HOR2,1643
,,,,HOR3,1659
,,,,HOR4,1881
,,,,HOR5,1971
,,,,HOR6,2238
,,,,HOR7,2002
,,,,HOR8,1492
,,,,HOR9,635
,,,,HOR10,431
,,,,HOR11,685
,,,,HOR12,173
04/03/2025,2025-03-04T01:00:00,ES22,Norte,HOR1,259
,,,,HOR2,191
,,,,HOR3,126
,,,,HOR4,122
,,,,HOR5,119
,,,,HOR6,219
,,,,HOR7,570
,,,,HOR8,1374
,,,,HOR9,1642
,,,,HOR10,1324
,,,,HOR11,1265
,,,,HOR12,1286
04/03/2025,2025-03-04T01:00:00,ES22,Sur,HOR1,1230
,,,,HOR2,1217
,,,,HOR3,1172
,,,,HOR4,1038
,,,,HOR5,1127
,,,,HOR6,1089
,,,,HOR7,1097
,,,,HOR8,1047
,,,,HOR9,943
,,,,HOR10,661
,,,,HOR11,458
,,,,HOR12,467
04/03/2025,2025-03-04T01:00:00,ES22,Este,HOR1,392
,,,,HOR2,279
,,,,HOR3,205
,,,,HOR4,159
,,,,HOR5,119
,,,,HOR6,164
,,,,HOR7,275
,,,,HOR8,623
,,,,HOR9,823
,,,,HOR10,841
,,,,HOR11,890
,,,,HOR12,963
04/03/2025,2025-03-04T01:00:00,ES22,Oeste,HOR1,1084
,,,,HOR2,1069
,,,,HOR3,1175
,,,,HOR4,1143
,,,,HOR5,1022
,,,,HOR6,1156
,,,,HOR7,1198
,,,,HOR8,1169
,,,,HOR9,979
,,,,HOR10,712
,,,,HOR11,607
,,,,HOR12,682
04/03/2025,2025-03-04T01:00:00,ES23,Norte,HOR1,578
,,,,HOR2,361
,,,,HOR3,302
,,,,HOR4,215
,,,,HOR5,203
,,,,HOR6,350
,,,,HOR7,1136
,,,,HOR8,2780
,,,,HOR9,2984
,,,,HOR10,3021
,,,,HOR11,2616
,,,,HOR12,2082
04/03/2025,2025-03-04T01:00:00,ES23,Sur,HOR1,1953
,,,,HOR2,1864
,,,,HOR3,2012
,,,,HOR4,1666
,,,,HOR5,1827
,,,,HOR6,1734
,,,,HOR7,1847
,,,,HOR8,1818
,,,,HOR9,1603
,,,,HOR10,1057
,,,,HOR11,855
,,,,HOR12,867
04/03/2025,2025-03-04T01:00:00,ES23,Este,HOR1,1036
,,,,HOR2,714
,,,,HOR3,541
,,,,HOR4,494
,,,,HOR5,491
,,,,HOR6,428
,,,,HOR7,636
,,,,HOR8,984
,,,,HOR9,1557
,,,,HOR10,1471
,,,,HOR11,1587
,,,,HOR12,1995
04/03/2025,2025-03-04T01:00:00,ES23,Oeste,HOR1,2299
,,,,HOR2,2513
,,,,HOR3,2719
,,,,HOR4,2606
,,,,HOR5,2413
,,,,HOR6,2488
,,,,HOR7,2642
,,,,HOR8,2482
,,,,HOR9,2249
,,,,HOR10,1712
,,,,HOR11,1342
,,,,HOR12,2013
04/03/2025,2025-03-04T01:00:00,ES24,Norte,HOR1,226
,,,,HOR2,137
,,,,HOR3,96
,,,,HOR4,92
,,,,HOR5,76
,,,,HOR6,60
,,,,HOR7,120
,,,,HOR8,227
,,,,HOR9,466
,,,,HOR10,597
,,,,HOR11,546
,,,,HOR12,713
04/03/2025,2025-03-04T01:00:00,ES24,Sur,HOR1,817
,,,,HOR2,801
,,,,HOR3,827
,,,,HOR4,768
,,,,HOR5,768
,,,,HOR6,739
,,,,HOR7,782
,,,,HOR8,762
,,,,HOR9,684
,,,,HOR10,465
,,,,HOR11,349
,,,,HOR12,392
04/03/2025,2025-03-04T01:00:00,ES24,Este,HOR1,169
,,,,HOR2,131
,,,,HOR3,123
,,,,HOR4,144
,,,,HOR5,126
,,,,HOR6,94
,,,,HOR7,164
,,,,HOR8,663
,,,,HOR9,847
,,,,HOR10,790
,,,,HOR11,637
,,,,HOR12,686
04/03/2025,2025-03-04T01:00:00,ES24,Oeste,HOR1,707
,,,,HOR2,588
,,,,HOR3,577
,,,,HOR4,528
,,,,HOR5,581
,,,,HOR6,529
,,,,HOR7,530
,,,,HOR8,499
,,,,HOR9,452
,,,,HOR10,323
,,,,HOR11,272
,,,,HOR12,252
04/03/2025,2025-03-04T01:00:00,ES25,Norte,HOR1,123
,,,,HOR2,121
,,,,HOR3,102
,,,,HOR4,97
,,,,HOR5,66
,,,,HOR6,80
,,,,HOR7,101
,,,,HOR8,174
,,,,HOR9,143
,,,,HOR10,169
,,,,HOR11,206
,,,,HOR12,205
04/03/2025,2025-03-04T01:00:00,ES25,Sur,HOR1,189
,,,,HOR2,184
,,,,HOR3,212
,,,,HOR4,169
,,,,HOR5,179
,,,,HOR6,165
,,,,HOR7,159
,,,,HOR8,153
,,,,HOR9,151
,,,,HOR10,140
,,,,HOR11,132
,,,,HOR12,116
04/03/2025,2025-03-04T01:00:00,ES25,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES25,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
04/03/2025,2025-03-04T01:00:00,ES26,Norte,HOR1,169
,,,,HOR2,112
,,,,HOR3,91
,,,,HOR4,98
,,,,HOR5,73
,,,,HOR6,46
,,,,HOR7,70
,,,,HOR8,137
,,,,HOR9,229
,,,,HOR10,255
,,,,HOR11,300
,,,,HOR12,323
04/03/2025,2025-03-04T01:00:00,ES26,Sur,HOR1,337
,,,,HOR2,317
,,,,HOR3,317
,,,,HOR4,246
,,,,HOR5,280
,,,,HOR6,302
,,,,HOR7,286
,,,,HOR8,254
,,,,HOR9,249
,,,,HOR10,213
,,,,HOR11,174
,,,,HOR12,202
04/03/2025,2025-03-04T01:00:00,ES26,Este,HOR1,215
,,,,HOR2,164
,,,,HOR3,130
,,,,HOR4,109
,,,,HOR5,99
,,,,HOR6,77
,,,,HOR7,152
,,,,HOR8,303
,,,,HOR9,393
,,,,HOR10,473
,,,,HOR11,533
,,,,HOR12,528
04/03/2025,2025-03-04T01:00:00,ES26,Oeste,HOR1,506
,,,,HOR2,495
,,,,HOR3,523
,,,,HOR4,425
,,,,HOR5,475
,,,,HOR6,473
,,,,HOR7,443
,,,,HOR8,441
,,,,HOR9,412
,,,,HOR10,360
,,,,HOR11,316
,,,,HOR12,297
04/03/2025,2025-03-04T01:00:00,ES27,Norte,HOR1,279
,,,,HOR2,168
,,,,HOR3,151
,,,,HOR4,153
,,,,HOR5,185
,,,,HOR6,394
,,,,HOR7,1048
,,,,HOR8,1449
,,,,HOR9,1576
,,,,HOR10,1510
,,,,HOR11,1482
,,,,HOR12,1489
04/03/2025,2025-03-04T01:00:00,ES27,Sur,HOR1,1479
,,,,HOR2,1420
,,,,HOR3,1369
,,,,HOR4,1375
,,,,HOR5,1306
,,,,HOR6,1359
,,,,HOR7,1356
,,,,HOR8,1361
,,,,HOR9,1100
,,,,HOR10,831
,,,,HOR11,760
,,,,HOR12,592
04/03/2025,2025-03-04T01:00:00,ES27,Este,HOR1,294
,,,,HOR2,239
,,,,HOR3,216
,,,,HOR4,240
,,,,HOR5,281
,,,,HOR6,398
,,,,HOR7,630
,,,,HOR8,861
,,,,HOR9,944
,,,,HOR10,908
,,,,HOR11,1072
,,,,HOR12,1173
04/03/2025,2025-03-04T01:00:00,ES27,Oeste,HOR1,1246
,,,,HOR2,1300
,,,,HOR3,1114
,,,,HOR4,1179
,,,,HOR5,1175
,,,,HOR6,1234
,,,,HOR7,1024
,,,,HOR8,906
,,,,HOR9,727
,,,,HOR10,613
,,,,HOR11,648
,,,,HOR12,525
04/03/2025,2025-03-04T01:00:00,ES28,Norte,HOR1,66
,,,,HOR2,50
,,,,HOR3,45
,,,,HOR4,49
,,,,HOR5,97
,,,,HOR6,267
,,,,HOR7,514
,,,,HOR8,730
,,,,HOR9,657
,,,,HOR10,731
,,,,HOR11,678
,,,,HOR12,751
04/03/2025,2025-03-04T01:00:00,ES28,Sur,HOR1,881
,,,,HOR2,941
,,,,HOR3,764
,,,,HOR4,801
,,,,HOR5,1120
,,,,HOR6,1263
,,,,HOR7,888
,,,,HOR8,713
,,,,HOR9,366
,,,,HOR10,280
,,,,HOR11,301
,,,,HOR12,162
04/03/2025,2025-03-04T01:00:00,ES28,Este,HOR1,75
,,,,HOR2,68
,,,,HOR3,60
,,,,HOR4,63
,,,,HOR5,196
,,,,HOR6,662
,,,,HOR7,1582
,,,,HOR8,1626
,,,,HOR9,1594
,,,,HOR10,1137
,,,,HOR11,805
,,,,HOR12,803
04/03/2025,2025-03-04T01:00:00,ES28,Oeste,HOR1,831
,,,,HOR2,867
,,,,HOR3,816
,,,,HOR4,914
,,,,HOR5,831
,,,,HOR6,974
,,,,HOR7,963
,,,,HOR8,737
,,,,HOR9,476
,,,,HOR10,359
,,,,HOR11,361
,,,,HOR12,184
04/03/2025,2025-03-04T01:00:00,ES29,Norte,HOR1,807
,,,,HOR2,386
,,,,HOR3,290
,,,,HOR4,285
,,,,HOR5,221
,,,,HOR6,524
,,,,HOR7,1206
,,,,HOR8,1966
,,,,HOR9,1989
,,,,HOR10,1800
,,,,HOR11,1807
,,,,HOR12,1956
04/03/2025,2025-03-04T01:00:00,ES29,Sur,HOR1,1919
,,,,HOR2,2051
,,,,HOR3,2074
,,,,HOR4,2035
,,,,HOR5,1951
,,,,HOR6,1891
,,,,HOR7,1878
,,,,HOR8,1851
,,,,HOR9,1638
,,,,HOR10,1375
,,,,HOR11,1106
,,,,HOR12,1082
04/03/2025,2025-03-04T01:00:00,ES29,Este,HOR1,817
,,,,HOR2,328
,,,,HOR3,255
,,,,HOR4,209
,,,,HOR5,171
,,,,HOR6,347
,,,,HOR7,837
,,,,HOR8,1348
,,,,HOR9,1319
,,,,HOR10,1415
,,,,HOR11,1706
,,,,HOR12,1790
04/03/2025,2025-03-04T01:00:00,ES29,Oeste,HOR1,1771
,,,,HOR2,1717
,,,,HOR3,1908
,,,,HOR4,1829
,,,,HOR5,1685
,,,,HOR6,1789
,,,,HOR7,1898
,,,,HOR8,1788
,,,,HOR9,1580
,,,,HOR10,1208
,,,,HOR11,1051
,,,,HOR12,936
04/03/2025,2025-03-04T01:00:00,ES30,Norte,HOR1,142
,,,,HOR2,107
,,,,HOR3,76
,,,,HOR4,51
,,,,HOR5,44
,,,,HOR6,62
,,,,HOR7,114
,,,,HOR8,232
,,,,HOR9,411
,,,,HOR10,548
,,,,HOR11,462
,,,,HOR12,404
04/03/2025,2025-03-04T01:00:00,ES30,Sur,HOR1,484
,,,,HOR2,485
,,,,HOR3,464
,,,,HOR4,478
,,,,HOR5,428
,,,,HOR6,493
,,,,HOR7,543
,,,,HOR8,508
,,,,HOR9,416
,,,,HOR10,360
,,,,HOR11,216
,,,,HOR12,212
04/03/2025,2025-03-04T01:00:00,ES30,Este,HOR1,208
,,,,HOR2,139
,,,,HOR3,121
,,,,HOR4,81
,,,,HOR5,96
,,,,HOR6,119
,,,,HOR7,219
,,,,HOR8,705
,,,,HOR9,773
,,,,HOR10,766
,,,,HOR11,701
,,,,HOR12,663
04/03/2025,2025-03-04T01:00:00,ES30,Oeste,HOR1,748
,,,,HOR2,700
,,,,HOR3,633
,,,,HOR4,669
,,,,HOR5,709
,,,,HOR6,740
,,,,HOR7,634
,,,,HOR8,634
,,,,HOR9,583
,,,,HOR10,460
,,,,HOR11,329
,,,,HOR12,312
04/03/2025,2025-03-04T01:00:00,ES31,Norte,HOR1,35
,,,,HOR2,25
,,,,HOR3,12
,,,,HOR4,34
,,,,HOR5,4
,,,,HOR6,21
,,,,HOR7,49
,,,,HOR8,123
,,,,HOR9,276
,,,,HOR10,298
,,,,HOR11,192
,,,,HOR12,258
04/03/2025,2025-03-04T01:00:00,ES31,Sur,HOR1,293
,,,,HOR2,345
,,,,HOR3,463
,,,,HOR4,330
,,,,HOR5,299
,,,,HOR6,332
,,,,HOR7,361
,,,,HOR8,361
,,,,HOR9,338
,,,,HOR10,283
,,,,HOR11,93
,,,,HOR12,187
04/03/2025,2025-03-04T01:00:00,ES31,Este,HOR1,54
,,,,HOR2,36
,,,,HOR3,45
,,,,HOR4,16
,,,,HOR5,24
,,,,HOR6,30
,,,,HOR7,88
,,,,HOR8,226
,,,,HOR9,620
,,,,HOR10,675
,,,,HOR11,345
,,,,HOR12,281
04/03/2025,2025-03-04T01:00:00,ES31,Oeste,HOR1,282
,,,,HOR2,228
,,,,HOR3,306
,,,,HOR4,284
,,,,HOR5,266
,,,,HOR6,268
,,,,HOR7,328
,,,,HOR8,322
,,,,HOR9,226
,,,,HOR10,161
,,,,HOR11,99
,,,,HOR12,80
04/03/2025,2025-03-04T01:00:00,ES32,Norte,HOR1,142
,,,,HOR2,116
,,,,HOR3,72
,,,,HOR4,68
,,,,HOR5,79
,,,,HOR6,105
,,,,HOR7,192
,,,,HOR8,630
,,,,HOR9,730
,,,,HOR10,703
,,,,HOR11,702
,,,,HOR12,691
04/03/2025,2025-03-04T01:00:00,ES32,Sur,HOR1,679
,,,,HOR2,671
,,,,HOR3,583
,,,,HOR4,619
,,,,HOR5,641
,,,,HOR6,629
,,,,HOR7,613
,,,,HOR8,624
,,,,HOR9,595
,,,,HOR10,394
,,,,HOR11,320
,,,,HOR12,215
04/03/2025,2025-03-04T01:00:00,ES32,Este,HOR1,191
,,,,HOR2,120
,,,,HOR3,77
,,,,HOR4,59
,,,,HOR5,43
,,,,HOR6,58
,,,,HOR7,103
,,,,HOR8,168
,,,,HOR9,262
,,,,HOR10,311
,,,,HOR11,344
,,,,HOR12,394
04/03/2025,2025-03-04T01:00:00,ES32,Oeste,HOR1,412
,,,,HOR2,484
,,,,HOR3,428
,,,,HOR4,411
,,,,HOR5,422
,,,,HOR6,421
,,,,HOR7,365
,,,,HOR8,383
,,,,HOR9,377
,,,,HOR10,274
,,,,HOR11,290
,,,,HOR12,274
04/03/2025,2025-03-04T01:00:00,ES33,Norte,HOR1,167
,,,,HOR2,67
,,,,HOR3,52
,,,,HOR4,46
,,,,HOR5,51
,,,,HOR6,142
,,,,HOR7,532
,,,,HOR8,1539
,,,,HOR9,1939
,,,,HOR10,1833
,,,,HOR11,1557
,,,,HOR12,1158
04/03/2025,2025-03-04T01:00:00,ES33,Sur,HOR1,1126
,,,,HOR2,1179
,,,,HOR3,1439
,,,,HOR4,1259
,,,,HOR5,1247
,,,,HOR6,1452
,,,,HOR7,1613
,,,,HOR8,1636
,,,,HOR9,1457
,,,,HOR10,791
,,,,HOR11,331
,,,,HOR12,435
