fecha_dia,FECHA_HORA_RDF,codigo_estacion,sentido_codigo,Hora_Codigo,Valor_Intensidad
13/03/2025,2025-03-13T01:00:00,ES41,Oeste,HOR1,1041
,,,,HOR2,1121
,,,,HOR3,1106
,,,,HOR4,1184
,,,,HOR5,1072
,,,,HOR6,1153
,,,,HOR7,891
,,,,HOR8,1010
,,,,HOR9,679
,,,,HOR10,493
,,,,HOR11,439
,,,,HOR12,199
13/03/2025,2025-03-13T01:00:00,ES42,Norte,HOR1,102
,,,,HOR2,56
,,,,HOR3,43
,,,,HOR4,50
,,,,HOR5,81
,,,,HOR6,150
,,,,HOR7,362
,,,,HOR8,580
,,,,HOR9,487
,,,,HOR10,417
,,,,HOR11,393
,,,,HOR12,399
13/03/2025,2025-03-13T01:00:00,ES42,Sur,HOR1,427
,,,,HOR2,393
,,,,HOR3,408
,,,,HOR4,392
,,,,HOR5,381
,,,,HOR6,371
,,,,HOR7,463
,,,,HOR8,360
,,,,HOR9,373
,,,,HOR10,256
,,,,HOR11,261
,,,,HOR12,240
13/03/2025,2025-03-13T01:00:00,ES42,Este,HOR1,86
,,,,HOR2,44
,,,,HOR3,47
,,,,HOR4,40
,,,,HOR5,61
,,,,HOR6,139
,,,,HOR7,363
,,,,HOR8,674
,,,,HOR9,663
,,,,HOR10,535
,,,,HOR11,527
,,,,HOR12,536
13/03/2025,2025-03-13T01:00:00,ES42,Oeste,HOR1,487
,,,,HOR2,498
,,,,HOR3,474
,,,,HOR4,514
,,,,HOR5,535
,,,,HOR6,635
,,,,HOR7,637
,,,,HOR8,560
,,,,HOR9,330
,,,,HOR10,204
,,,,HOR11,240
,,,,HOR12,198
13/03/2025,2025-03-13T01:00:00,ES43,Norte,HOR1,212
,,,,HOR2,133
,,,,HOR3,71
,,,,HOR4,50
,,,,HOR5,67
,,,,HOR6,104
,,,,HOR7,337
,,,,HOR8,593
,,,,HOR9,734
,,,,HOR10,723
,,,,HOR11,625
,,,,HOR12,507
13/03/2025,2025-03-13T01:00:00,ES43,Sur,HOR1,508
,,,,HOR2,505
,,,,HOR3,510
,,,,HOR4,484
,,,,HOR5,632
,,,,HOR6,551
,,,,HOR7,556
,,,,HOR8,512
,,,,HOR9,429
,,,,HOR10,344
,,,,HOR11,266
,,,,HOR12,180
13/03/2025,2025-03-13T01:00:00,ES43,Este,HOR1,413
,,,,HOR2,189
,,,,HOR3,103
,,,,HOR4,58
,,,,HOR5,52
,,,,HOR6,56
,,,,HOR7,130
,,,,HOR8,292
,,,,HOR9,361
,,,,HOR10,390
,,,,HOR11,412
,,,,HOR12,412
13/03/2025,2025-03-13T01:00:00,ES43,Oeste,HOR1,450
,,,,HOR2,472
,,,,HOR3,539
,,,,HOR4,591
,,,,HOR5,557
,,,,HOR6,571
,,,,HOR7,646
,,,,HOR8,650
,,,,HOR9,445
,,,,HOR10,372
,,,,HOR11,285
,,,,HOR12,199
13/03/2025,2025-03-13T01:00:00,ES44,Norte,HOR1,485
,,,,HOR2,333
,,,,HOR3,317
,,,,HOR4,243
,,,,HOR5,246
,,,,HOR6,521
,,,,HOR7,870
,,,,HOR8,1481
,,,,HOR9,1684
,,,,HOR10,1582
,,,,HOR11,1688
,,,,HOR12,1683
13/03/2025,2025-03-13T01:00:00,ES44,Sur,HOR1,1807
,,,,HOR2,1930
,,,,HOR3,1730
,,,,HOR4,1742
,,,,HOR5,1800
,,,,HOR6,1811
,,,,HOR7,1705
,,,,HOR8,1768
,,,,HOR9,1223
,,,,HOR10,776
,,,,HOR11,756
,,,,HOR12,827
13/03/2025,2025-03-13T01:00:00,ES44,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
13/03/2025,2025-03-13T01:00:00,ES44,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
13/03/2025,2025-03-13T01:00:00,ES45,Norte,HOR1,516
,,,,HOR2,310
,,,,HOR3,208
,,,,HOR4,160
,,,,HOR5,237
,,,,HOR6,668
,,,,HOR7,1821
,,,,HOR8,2200
,,,,HOR9,1749
,,,,HOR10,1695
,,,,HOR11,1835
,,,,HOR12,1893
13/03/2025,2025-03-13T01:00:00,ES45,Sur,HOR1,1840
,,,,HOR2,1786
,,,,HOR3,1598
,,,,HOR4,1817
,,,,HOR5,1702
,,,,HOR6,1654
,,,,HOR7,1721
,,,,HOR8,1734
,,,,HOR9,1352
,,,,HOR10,1107
,,,,HOR11,939
,,,,HOR12,858
13/03/2025,2025-03-13T01:00:00,ES45,Este,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
13/03/2025,2025-03-13T01:00:00,ES45,Oeste,HOR1,0
,,,,HOR2,0
,,,,HOR3,0
,,,,HOR4,0
,,,,HOR5,0
,,,,HOR6,0
,,,,HOR7,0
,,,,HOR8,0
,,,,HOR9,0
,,,,HOR10,0
,,,,HOR11,0
,,,,HOR12,0
13/03/2025,2025-03-13T01:00:00,ES46,Norte,HOR1,121
,,,,HOR2,88
,,,,HOR3,68
,,,,HOR4,118
,,,,HOR5,200
,,,,HOR6,506
,,,,HOR7,780
,,,,HOR8,848
,,,,HOR9,788
,,,,HOR10,730
,,,,HOR11,728
,,,,HOR12,759
13/03/2025,2025-03-13T01:00:00,ES46,Sur,HOR1,838
,,,,HOR2,970
,,,,HOR3,839
,,,,HOR4,839
,,,,HOR5,1005
,,,,HOR6,978
,,,,HOR7,905
,,,,HOR8,800
,,,,HOR9,561
,,,,HOR10,410
,,,,HOR11,208
,,,,HOR12,121
13/03/2025,2025-03-13T01:00:00,ES46,Este,HOR1,151
,,,,HOR2,74
,,,,HOR3,64
,,,,HOR4,78
,,,,HOR5,127
,,,,HOR6,359
,,,,HOR7,714
,,,,HOR8,908
,,,,HOR9,908
,,,,HOR10,735
,,,,HOR11,825
,,,,HOR12,815
13/03/2025,2025-03-13T01:00:00,ES46,Oeste,HOR1,761
,,,,HOR2,890
,,,,HOR3,885
,,,,HOR4,919
,,,,HOR5,958
,,,,HOR6,1026
,,,,HOR7,890
,,,,HOR8,738
,,,,HOR9,594
,,,,HOR10,461
,,,,HOR11,301
,,,,HOR12,166
13/03/2025,2025-03-13T01:00:00,ES47,Norte,HOR1,167
,,,,HOR2,112
,,,,HOR3,80
,,,,HOR4,82
,,,,HOR5,110
,,,,HOR6,274
,,,,HOR7,530
,,,,HOR8,699
,,,,HOR9,699
,,,,HOR10,685
,,,,HOR11,735
,,,,HOR12,736
13/03/2025,2025-03-13T01:00:00,ES47,Sur,HOR1,767
,,,,HOR2,743
,,,,HOR3,701
,,,,HOR4,795
,,,,HOR5,728
,,,,HOR6,743
,,,,HOR7,692
,,,,HOR8,681
,,,,HOR9,620
,,,,HOR10,445
,,,,HOR11,385
,,,,HOR12,230
13/03/2025,2025-03-13T01:00:00,ES47,Este,HOR1,192
,,,,HOR2,120
,,,,HOR3,103
,,,,HOR4,112
,,,,HOR5,167
,,,,HOR6,366
,,,,HOR7,611
,,,,HOR8,708
,,,,HOR9,746
,,,,HOR10,718
,,,,HOR11,758
,,,,HOR12,700
13/03/2025,2025-03-13T01:00:00,ES47,Oeste,HOR1,769
,,,,HOR2,793
,,,,HOR3,766
,,,,HOR4,768
,,,,HOR5,818
,,,,HOR6,756
,,,,HOR7,758
,,,,HOR8,669
,,,,HOR9,569
,,,,HOR10,432
,,,,HOR11,362
,,,,HOR12,260
13/03/2025,2025-03-13T01:00:00,ES48,Norte,HOR1,134
,,,,HOR2,66
,,,,HOR3,48
,,,,HOR4,67
,,,,HOR5,169
,,,,HOR6,1272
,,,,HOR7,2623
,,,,HOR8,2706
,,,,HOR9,1910
,,,,HOR10,1084
,,,,HOR11,1014
,,,,HOR12,995
13/03/2025,2025-03-13T01:00:00,ES48,Sur,HOR1,906
,,,,HOR2,1039
,,,,HOR3,945
,,,,HOR4,877
,,,,HOR5,1050
,,,,HOR6,981
,,,,HOR7,869
,,,,HOR8,765
,,,,HOR9,586
,,,,HOR10,420
,,,,HOR11,287
,,,,HOR12,170
13/03/2025,2025-03-13T01:00:00,ES48,Este,HOR1,147
,,,,HOR2,72
,,,,HOR3,58
,,,,HOR4,66
,,,,HOR5,140
,,,,HOR6,412
,,,,HOR7,556
,,,,HOR8,726
,,,,HOR9,815
,,,,HOR10,726
,,,,HOR11,825
,,,,HOR12,875
13/03/2025,2025-03-13T01:00:00,ES48,Oeste,HOR1,1055
,,,,HOR2,1673
,,,,HOR3,1559
,,,,HOR4,1462
,,,,HOR5,1743
,,,,HOR6,1836
,,,,HOR7,1368
,,,,HOR8,1058
,,,,HOR9,624
,,,,HOR10,400
,,,,HOR11,335
,,,,HOR12,153
13/03/2025,2025-03-13T01:00:00,ES49,Norte,HOR1,128
,,,,HOR2,59
,,,,HOR3,60
,,,,HOR4,43
,,,,HOR5,46
,,,,HOR6,257
,,,,HOR7,857
,,,,HOR8,1038
,,,,HOR9,793
,,,,HOR10,673
,,,,HOR11,597
,,,,HOR12,688
13/03/2025,2025-03-13T01:00:00,ES49,Sur,HOR1,669
,,,,HOR2,705
,,,,HOR3,694
,,,,HOR4,711
,,,,HOR5,657
,,,,HOR6,577
,,,,HOR7,537
,,,,HOR8,499
,,,,HOR9,428
,,,,HOR10,345
,,,,HOR11,313
,,,,HOR12,174
13/03/2025,2025-03-13T01:00:00,ES49,Este,HOR1,151
,,,,HOR2,62
,,,,HOR3,43
,,,,HOR4,33
,,,,HOR5,31
,,,,HOR6,44
,,,,HOR7,73
,,,,HOR8,202
,,,,HOR9,344
,,,,HOR10,467
,,,,HOR11,483
,,,,HOR12,468
13/03/2025,2025-03-13T01:00:00,ES49,Oeste,HOR1,449
,,,,HOR2,416
,,,,HOR3,563
,,,,HOR4,550
,,,,HOR5,492
,,,,HOR6,625
,,,,HOR7,695
,,,,HOR8,746
,,,,HOR9,502
,,,,HOR10,325
,,,,HOR11,188
,,,,HOR12,133
13/03/2025,2025-03-13T01:00:00,ES50,Norte,HOR1,171
,,,,HOR2,71
,,,,HOR3,47
,,,,HOR4,29
,,,,HOR5,26
,,,,HOR6,33
,,,,HOR7,53
,,,,HOR8,149
,,,,HOR9,250
,,,,HOR10,279
,,,,HOR11,278
,,,,HOR12,268
13/03/2025,2025-03-13T01:00:00,ES50,Sur,HOR1,240
,,,,HOR2,277
,,,,HOR3,298
,,,,HOR4,293
,,,,HOR5,309
,,,,HOR6,355
,,,,HOR7,347
,,,,HOR8,327
,,,,HOR9,371
,,,,HOR10,173
,,,,HOR11,200
,,,,HOR12,154
13/03/2025,2025-03-13T01:00:00,ES50,Este,HOR1,170
,,,,HOR2,62
,,,,HOR3,54
,,,,HOR4,42
,,,,HOR5,31
,,,,HOR6,46
,,,,HOR7,122
,,,,HOR8,313
,,,,HOR9,656
,,,,HOR10,630
,,,,HOR11,579
,,,,HOR12,538
13/03/2025,2025-03-13T01:00:00,ES50,Oeste,HOR1,533
,,,,HOR2,447
,,,,HOR3,514
,,,,HOR4,499
,,,,HOR5,521
,,,,HOR6,565
,,,,HOR7,560
,,,,HOR8,385
,,,,HOR9,498
,,,,HOR10,402
,,,,HOR11,207
,,,,HOR12,221
13/03/2025,2025-03-13T01:00:00,ES51,Norte,HOR1,170
,,,,HOR2,52
,,,,HOR3,36
,,,,HOR4,32
,,,,HOR5,32
,,,,HOR6,38
,,,,HOR7,82
,,,,HOR8,240
,,,,HOR9,423
,,,,HOR10,564
,,,,HOR11,506
,,,,HOR12,428
13/03/2025,2025-03-13T01:00:00,ES51,Sur,HOR1,476
,,,,HOR2,422
,,,,HOR3,528
,,,,HOR4,444
,,,,HOR5,406
,,,,HOR6,519
,,,,HOR7,623
,,,,HOR8,621
,,,,HOR9,522
,,,,HOR10,320
,,,,HOR11,212
,,,,HOR12,121
13/03/2025,2025-03-13T01:00:00,ES51,Este,HOR1,125
,,,,HOR2,43
,,,,HOR3,26
,,,,HOR4,32
,,,,HOR5,29
,,,,HOR6,35
,,,,HOR7,80
,,,,HOR8,225
,,,,HOR9,512
,,,,HOR10,448
,,,,HOR11,276
,,,,HOR12,337
13/03/2025,2025-03-13T01:00:00,ES51,Oeste,HOR1,346
,,,,HOR2,323
,,,,HOR3,367
,,,,HOR4,297
,,,,HOR5,317
,,,,HOR6,362
,,,,HOR7,359
,,,,HOR8,337
,,,,HOR9,346
,,,,HOR10,226
,,,,HOR11,115
,,,,HOR12,98
13/03/2025,2025-03-13T01:00:00,ES52,Norte,HOR1,191
,,,,HOR2,70
,,,,HOR3,46
,,,,HOR4,32
,,,,HOR5,38
,,,,HOR6,30
,,,,HOR7,74
,,,,HOR8,289
,,,,HOR9,829
,,,,HOR10,940
,,,,HOR11,562
,,,,HOR12,563
13/03/2025,2025-03-13T01:00:00,ES52,Sur,HOR1,554
,,,,HOR2,558
,,,,HOR3,612
,,,,HOR4,564
,,,,HOR5,545
,,,,HOR6,636
,,,,HOR7,542
,,,,HOR8,599
,,,,HOR9,590
,,,,HOR10,414
,,,,HOR11,286
,,,,HOR12,166
13/03/2025,2025-03-13T01:00:00,ES52,Este,HOR1,134
,,,,HOR2,56
,,,,HOR3,30
,,,,HOR4,40
,,,,HOR5,38
,,,,HOR6,29
,,,,HOR7,75
,,,,HOR8,278
,,,,HOR9,671
,,,,HOR10,527
,,,,HOR11,291
,,,,HOR12,268
13/03/2025,2025-03-13T01:00:00,ES52,Oeste,HOR1,309
,,,,HOR2,342
,,,,HOR3,339
,,,,HOR4,285
,,,,HOR5,284
,,,,HOR6,454
,,,,HOR7,533
,,,,HOR8,419
,,,,HOR9,347
,,,,HOR10,221
,,,,HOR11,127
,,,,HOR12,114
13/03/2025,2025-03-13T01:00:00,ES53,Norte,HOR1,129
,,,,HOR2,81
,,,,HOR3,54
,,,,HOR4,33
,,,,HOR5,45
,,,,HOR6,54
,,,,HOR7,77
,,,,HOR8,147
,,,,HOR9,234
,,,,HOR10,236
,,,,HOR11,274
,,,,HOR12,256
13/03/2025,2025-03-13T01:00:00,ES53,Sur,HOR1,247
,,,,HOR2,300
,,,,HOR3,236
,,,,HOR4,264
,,,,HOR5,293
,,,,HOR6,278
,,,,HOR7,301
,,,,HOR8,296
,,,,HOR9,259
,,,,HOR10,206
,,,,HOR11,148
,,,,HOR12,125
13/03/2025,2025-03-13T01:00:00,ES53,Este,HOR1,197
,,,,HOR2,147
,,,,HOR3,108
,,,,HOR4,73
,,,,HOR5,91
,,,,HOR6,136
,,,,HOR7,333
,,,,HOR8,468
,,,,HOR9,453
,,,,HOR10,447
,,,,HOR11,425
,,,,HOR12,408
13/03/2025,2025-03-13T01:00:00,ES53,Oeste,HOR1,431
,,,,HOR2,427
,,,,HOR3,381
,,,,HOR4,425
,,,,HOR5,428
,,,,HOR6,422
,,,,HOR7,442
,,,,HOR8,441
,,,,HOR9,380
,,,,HOR10,334
,,,,HOR11,296
,,,,HOR12,220
13/03/2025,2025-03-13T01:00:00,ES54,Norte,HOR1,88
,,,,HOR2,55
,,,,HOR3,25
,,,,HOR4,27
,,,,HOR5,24
,,,,HOR6,46
,,,,HOR7,168
,,,,HOR8,262
,,,,HOR9,300
,,,,HOR10,288
,,,,HOR11,224
,,,,HOR12,248
13/03/2025,2025-03-13T01:00:00,ES54,Sur,HOR1,239
,,,,HOR2,269
,,,,HOR3,281
,,,,HOR4,237
,,,,HOR5,272
,,,,HOR6,268
,,,,HOR7,262
,,,,HOR8,264
,,,,HOR9,241
,,,,HOR10,196
,,,,HOR11,122
,,,,HOR12,95
13/03/2025,2025-03-13T01:00:00,ES54,Este,HOR1,175
,,,,HOR2,74
,,,,HOR3,35
,,,,HOR4,40
,,,,HOR5,22
,,,,HOR6,49
,,,,HOR7,108
,,,,HOR8,241
,,,,HOR9,347
,,,,HOR10,315
,,,,HOR11,269
,,,,HOR12,274
13/03/2025,2025-03-13T01:00:00,ES54,Oeste,HOR1,272
,,,,HOR2,375
,,,,HOR3,336
,,,,HOR4,315
,,,,HOR5,347
,,,,HOR6,385
,,,,HOR7,342
,,,,HOR8,374
,,,,HOR9,296
,,,,HOR10,260
,,,,HOR11,194
,,,,HOR12,141
13/03/2025,2025-03-13T01:00:00,ES55,Norte,HOR1,41
,,,,HOR2,30
,,,,HOR3,16
,,,,HOR4,11
,,,,HOR5,14
,,,,HOR6,34
,,,,HOR7,91
,,,,HOR8,161
,,,,HOR9,219
,,,,HOR10,265
,,,,HOR11,220
,,,,HOR12,232
13/03/2025,2025-03-13T01:00:00,ES55,Sur,HOR1,270
,,,,HOR2,258
,,,,HOR3,278
,,,,HOR4,255
,,,,HOR5,268
,,,,HOR6,280
,,,,HOR7,307
,,,,HOR8,271
,,,,HOR9,254
,,,,HOR10,182
,,,,HOR11,134
,,,,HOR12,82
13/03/2025,2025-03-13T01:00:00,ES55,Este,HOR1,44
,,,,HOR2,16
,,,,HOR3,15
,,,,HOR4,14
,,,,HOR5,13
,,,,HOR6,37
,,,,HOR7,105
,,,,HOR8,150
,,,,HOR9,236
,,,,HOR10,221
,,,,HOR11,192
,,,,HOR12,210
13/03/2025,2025-03-13T01:00:00,ES55,Oeste,HOR1,211
,,,,HOR2,211
,,,,HOR3,212
,,,,HOR4,228
,,,,HOR5,258
,,,,HOR6,323
,,,,HOR7,261
,,,,HOR8,234
,,,,HOR9,186
,,,,HOR10,162
,,,,HOR11,110
,,,,HOR12,58
13/03/2025,2025-03-13T01:00:00,ES56,Norte,HOR1,111
,,,,HOR2,33
,,,,HOR3,21
,,,,HOR4,28
,,,,HOR5,37
,,,,HOR6,129
,,,,HOR7,351
,,,,HOR8,530
,,,,HOR9,422
,,,,HOR10,343
,,,,HOR11,294
,,,,HOR12,355
13/03/2025,2025-03-13T01:00:00,ES56,Sur,HOR1,336
,,,,HOR2,582
,,,,HOR3,653
,,,,HOR4,628
,,,,HOR5,789
,,,,HOR6,803
,,,,HOR7,634
,,,,HOR8,354
,,,,HOR9,199
,,,,HOR10,128
,,,,HOR11,90
,,,,HOR12,52
13/03/2025,2025-03-13T01:00:00,ES56,Este,HOR1,53
,,,,HOR2,11
,,,,HOR3,17
,,,,HOR4,11
,,,,HOR5,28
,,,,HOR6,202
,,,,HOR7,615
,,,,HOR8,835
,,,,HOR9,506
,,,,HOR10,209
,,,,HOR11,247
,,,,HOR12,249
13/03/2025,2025-03-13T01:00:00,ES56,Oeste,HOR1,275
,,,,HOR2,295
,,,,HOR3,212
,,,,HOR4,264
,,,,HOR5,296
,,,,HOR6,296
,,,,HOR7,258
,,,,HOR8,213
,,,,HOR9,140
,,,,HOR10,93
,,,,HOR11,53
,,,,HOR12,39
13/03/2025,2025-03-13T01:00:00,ES57,Norte,HOR1,44
,,,,HOR2,24
,,,,HOR3,20
,,,,HOR4,31
,,,,HOR5,57
,,,,HOR6,173
,,,,HOR7,514
,,,,HOR8,953
,,,,HOR9,723
,,,,HOR10,439
,,,,HOR11,480
,,,,HOR12,449
13/03/2025,2025-03-13T01:00:00,ES57,Sur,HOR1,504
,,,,HOR2,592
,,,,HOR3,592
,,,,HOR4,701
,,,,HOR5,717
,,,,HOR6,713
,,,,HOR7,646
,,,,HOR8,597
,,,,HOR9,413
,,,,HOR10,253
,,,,HOR11,188
,,,,HOR12,108
13/03/2025,2025-03-13T01:00:00,ES57,Este,HOR1,39
,,,,HOR2,15
,,,,HOR3,18
,,,,HOR4,23
,,,,HOR5,35
,,,,HOR6,147
,,,,HOR7,457
,,,,HOR8,1021
,,,,HOR9,686
,,,,HOR10,400
,,,,HOR11,460
,,,,HOR12,464
13/03/2025,2025-03-13T01:00:00,ES57,Oeste,HOR1,530
,,,,HOR2,602
,,,,HOR3,565
,,,,HOR4,696
,,,,HOR5,730
,,,,HOR6,797
,,,,HOR7,689
,,,,HOR8,499
,,,,HOR9,321
,,,,HOR10,190
,,,,HOR11,120
,,,,HOR12,79
13/03/2025,2025-03-13T01:00:00,ES58,Norte,HOR1,45
,,,,HOR2,22
,,,,HOR3,17
,,,,HOR4,16
,,,,HOR5,48
,,,,HOR6,130
,,,,HOR7,347
,,,,HOR8,574
,,,,HOR9,372
,,,,HOR10,280
,,,,HOR11,304
,,,,HOR12,317
13/03/2025,2025-03-13T01:00:00,ES58,Sur,HOR1,320
,,,,HOR2,340
,,,,HOR3,348
,,,,HOR4,456
,,,,HOR5,513
,,,,HOR6,524
,,,,HOR7,426
,,,,HOR8,302
,,,,HOR9,237
,,,,HOR10,133
,,,,HOR11,111
,,,,HOR12,50
13/03/2025,2025-03-13T01:00:00,ES58,Este,HOR1,30
,,,,HOR2,15
,,,,HOR3,7
,,,,HOR4,9
,,,,HOR5,30
,,,,HOR6,53
,,,,HOR7,182
,,,,HOR8,359
,,,,HOR9,337
,,,,HOR10,195
,,,,HOR11,183
,,,,HOR12,253
13/03/2025,2025-03-13T01:00:00,ES58,Oeste,HOR1,243
,,,,HOR2,265
,,,,HOR3,214
,,,,HOR4,254
,,,,HOR5,376
,,,,HOR6,309
,,,,HOR7,306
,,,,HOR8,240
,,,,HOR9,210
,,,,HOR10,102
,,,,HOR11,82
,,,,HOR12,40
13/03/2025,2025-03-13T01:00:00,ES59,Norte,HOR1,35
,,,,HOR2,24
,,,,HOR3,23
,,,,HOR4,32
,,,,HOR5,43
,,,,HOR6,95
,,,,HOR7,152
,,,,HOR8,188
,,,,HOR9,202
,,,,HOR10,203
,,,,HOR11,209
,,,,HOR12,251
13/03/2025,2025-03-13T01:00:00,ES59,Sur,HOR1,234
,,,,HOR2,250
,,,,HOR3,221
,,,,HOR4,236
,,,,HOR5,267
,,,,HOR6,311
,,,,HOR7,294
,,,,HOR8,292
,,,,HOR9,190
,,,,HOR10,150
,,,,HOR11,126
,,,,HOR12,68
13/03/2025,2025-03-13T01:00:00,ES59,Este,HOR1,23
,,,,HOR2,11
,,,,HOR3,16
,,,,HOR4,24
,,,,HOR5,43
,,,,HOR6,131
,,,,HOR7,195
,,,,HOR8,189
,,,,HOR9,207
,,,,HOR10,170
,,,,HOR11,184
,,,,HOR12,193
13/03/2025,2025-03-13T01:00:00,ES59,Oeste,HOR1,165
,,,,HOR2,174
,,,,HOR3,174
,,,,HOR4,188
,,,,HOR5,242
,,,,HOR6,227
,,,,HOR7,210
,,,,HOR8,174
,,,,HOR9,128
,,,,HOR10,83
,,,,HOR11,73
,,,,HOR12,35
13/03/2025,2025-03-13T01:00:00,ES60,Norte,HOR1,40
,,,,HOR2,22
,,,,HOR3,10
,,,,HOR4,14
,,,,HOR5,55
,,,,HOR6,173
,,,,HOR7,641
,,,,HOR8,918
,,,,HOR9,635
,,,,HOR10,475
,,,,HOR11,478
,,,,HOR12,458
13/03/2025,2025-03-13T01:00:00,ES60,Sur,HOR1,414
,,,,HOR2,402
,,,,HOR3,374
,,,,HOR4,491
,,,,HOR5,520
,,,,HOR6,475
,,,,HOR7,486
,,,,HOR8,335
,,,,HOR9,231
,,,,HOR10,138
,,,,HOR11,84
,,,,HOR12,71
13/03/2025,2025-03-13T01:00:00,ES60,Este,HOR1,49
,,,,HOR2,31
,,,,HOR3,12
,,,,HOR4,14
,,,,HOR5,28
,,,,HOR6,94
,,,,HOR7,255
,,,,HOR8,588
,,,,HOR9,540
,,,,HOR10,399
,,,,HOR11,446
,,,,HOR12,490
13/03/2025,2025-03-13T01:00:00,ES60,Oeste,HOR1,491
,,,,HOR2,564
,,,,HOR3,556
,,,,HOR4,528
,,,,HOR5,651
,,,,HOR6,605
,,,,HOR7,593
,,,,HOR8,565
,,,,HOR9,387
,,,,HOR10,218
,,,,HOR11,161
,,,,HOR12,108
14/03/2025,2025-03-14T01:00:00,ES01,Norte,HOR1,371
,,,,HOR2,263
,,,,HOR3,214
,,,,HOR4,248
,,,,HOR5,297
,,,,HOR6,678
,,,,HOR7,1574
,,,,HOR8,1935
,,,,HOR9,1597
,,,,HOR10,1407
,,,,HOR11,1557
,,,,HOR12,1622
14/03/2025,2025-03-14T01:00:00,ES01,Sur,HOR1,1902
,,,,HOR2,2212
,,,,HOR3,1852
,,,,HOR4,1502
,,,,HOR5,1384
,,,,HOR6,1345
,,,,HOR7,1370
,,,,HOR8,1520
,,,,HOR9,1117
,,,,HOR10,951
,,,,HOR11,869
,,,,HOR12,1047
14/03/2025,2025-03-14T01:00:00,ES01,Este,HOR1,386
,,,,HOR2,262
,,,,HOR3,200
,,,,HOR4,121
,,,,HOR5,206
,,,,HOR6,416
,,,,HOR7,726
,,,,HOR8,1168
,,,,HOR9,1326
,,,,HOR10,1247
,,,,HOR11,1462
,,,,HOR12,1392
14/03/2025,2025-03-14T01:00:00,ES01,Oeste,HOR1,1322
,,,,HOR2,1408
,,,,HOR3,1255
,,,,HOR4,1388
,,,,HOR5,1298
,,,,HOR6,1382
,,,,HOR7,1448
,,,,HOR8,1465
,,,,HOR9,1214
,,,,HOR10,896
,,,,HOR11,746
,,,,HOR12,741
14/03/2025,2025-03-14T01:00:00,ES02,Norte,HOR1,321
,,,,HOR2,309
,,,,HOR3,281
,,,,HOR4,231
,,,,HOR5,174
,,,,HOR6,168
,,,,HOR7,179
,,,,HOR8,332
,,,,HOR9,442
,,,,HOR10,556
,,,,HOR11,593
,,,,HOR12,560
14/03/2025,2025-03-14T01:00:00,ES02,Sur,HOR1,562
,,,,HOR2,516
,,,,HOR3,452
,,,,HOR4,440
,,,,HOR5,517
,,,,HOR6,495
,,,,HOR7,513
,,,,HOR8,527
,,,,HOR9,598
,,,,HOR10,540
,,,,HOR11,432
,,,,HOR12,385
14/03/2025,2025-03-14T01:00:00,ES02,Este,HOR1,818
,,,,HOR2,622
,,,,HOR3,476
,,,,HOR4,411
,,,,HOR5,310
,,,,HOR6,370
,,,,HOR7,652
,,,,HOR8,1114
,,,,HOR9,1380
,,,,HOR10,1316
,,,,HOR11,1265
,,,,HOR12,1224
14/03/2025,2025-03-14T01:00:00,ES02,Oeste,HOR1,1273
,,,,HOR2,1256
,,,,HOR3,1306
,,,,HOR4,1291
,,,,HOR5,1239
,,,,HOR6,1180
,,,,HOR7,1066
,,,,HOR8,1036
,,,,HOR9,1115
,,,,HOR10,1142
,,,,HOR11,1180
,,,,HOR12,1109
14/03/2025,2025-03-14T01:00:00,ES03,Norte,HOR1,352
,,,,HOR2,257
,,,,HOR3,186
,,,,HOR4,122
,,,,HOR5,120
,,,,HOR6,135
,,,,HOR7,493
,,,,HOR8,2007
,,,,HOR9,2360
,,,,HOR10,2191
,,,,HOR11,1796
,,,,HOR12,1625
14/03/2025,2025-03-14T01:00:00,ES03,Sur,HOR1,1707
,,,,HOR2,1522
,,,,HOR3,1768
,,,,HOR4,1800
,,,,HOR5,1500
,,,,HOR6,1685
,,,,HOR7,1664
,,,,HOR8,1555
,,,,HOR9,1591
,,,,HOR10,1370
,,,,HOR11,809
,,,,HOR12,550
14/03/2025,2025-03-14T01:00:00,ES03,Este,HOR1,319
,,,,HOR2,139
,,,,HOR3,112
,,,,HOR4,81
,,,,HOR5,71
,,,,HOR6,65
,,,,HOR7,104
,,,,HOR8,314
,,,,HOR9,763
,,,,HOR10,967
,,,,HOR11,1082
,,,,HOR12,1114
14/03/2025,2025-03-14T01:00:00,ES03,Oeste,HOR1,1257
,,,,HOR2,1477
,,,,HOR3,1718
,,,,HOR4,1766
,,,,HOR5,1307
