anyo,trimestre,barrio,barrio_URI,num_viviendas,metros_2,dormitorios,banyos,renta_min,renta_media,renta_max,euros_m2,desv_tipica
2014,2,El Palmeral-Urbanova-Tabarca,Q5669909,3,100,3,1.7,475,552,700,5.5,105
2014,2,Ensanche Diputación,Q5834070,126,96,2.7,1.6,280,541,850,6,125
2014,2,Florida Alta,Q5863207,28,77,2.3,1.1,250,374,520,5.4,59
2014,2,Florida Baixa,Q5555553,21,93,2.7,1.4,225,405,550,4.5,84
2014,2,Garbinet,Q8963455,3,72,2.3,1,290,367,420,5,56
2014,2,Garbinet,Q8963455,32,105,3,2.1,462,585,750,5.7,71
2014,2,Joan XXIII,Q5952905,6,77,3,1.2,300,329,380,4.3,31
2014,2,Joan XXIII,Q5952905,5,97,3.4,2,150,340,500,3.6,116
2014,2,l'Albufereta,Q11482271,55,79,2.1,1.3,270,507,850,6.9,141
2014,2,Els Àngels,Q9024383,32,93,2.9,1.6,290,384,495,4.2,52
2014,2,Mercado,Q3117833,40,93,2.9,1.5,330,489,750,5.5,118
2014,2,international peace,Q114246474,28,100,2.6,1.8,475,596,700,6.1,66
2014,2,Plaza Juan Pablo II,Q136523625,19,105,3,1.8,450,553,650,5.4,68
2014,2,Pla del Bon Repòs,Q9060237,46,74,2.5,1.1,250,345,450,4.9,45
2014,2,San Juan Playa,Q9060728,146,107,2.5,1.8,300,662,1200,6.9,223
2014,2,Polígono Babel,Q18005830,39,101,3.1,1.9,300,508,700,5,91
2014,2,Polígono San Blas,Q9061569,34,93,2.8,1.8,350,499,600,5.5,69
2014,2,San Fernando-Princesa Mercedes,Q6118706,10,84,3,1.3,280,336,400,4.2,39
2014,2,Raval Roig,Q9066754,19,81,2.1,1.3,350,506,800,6.6,151
2014,2,San Agustín (Alicante),Q9073289,5,91,2.8,1.4,335,389,500,4.4,65
2014,2,San Antón,Q2917775,14,68,1.7,1.1,250,403,670,6.4,117
2014,2,San Blas-Santo Domingo,Q4897331,61,85,2.5,1.4,300,422,550,5.2,61
2014,2,San Gabriel National Forest,Q7414207,22,104,3.5,2,400,550,700,5.3,104
2014,2,Sidi Ifni-Nuevo Alicante,Q6127455,7,80,2.7,1.1,300,336,400,4.3,36
2014,2,Tómbola,Q6154605,3,98,2.7,1.7,400,467,500,4.9,47
2014,2,Urbanova,Q125359431,9,95,2.8,1.8,400,506,850,5.5,162
2014,2,Villafranqueza,Q9094009,7,79,2.1,1.4,300,399,500,5.3,69
2014,2,Virgen del Remedio,Q6163619,4,106,3,1.5,260,309,375,3.2,42
2014,2,Vistahermosa,Q6163998,6,115,2.7,1.8,450,767,900,6.8,155
2014,3,Alipark,Q8195638,12,97,2.9,1.3,300,425,550,4.4,67
2014,3,Altozano-Conde Lumiares,Q5855261,35,94,2.9,1.4,250,411,600,4.4,84
2014,3,El Bacarot,Q25714484,2,83,2.5,1.8,400,440,480,5.3,40
2014,3,Benalua,Q8246192,69,90,2.7,1.5,275,456,700,5,100
2014,3,Benissa,Q1649406,4,101,3.5,2,425,554,650,5.5,82
2014,3,Cabo de las Huertas,Q8254541,91,101,2.5,1.6,350,624,1300,6.2,201
2014,3,Campoamor,Q8261229,72,93,2.7,1.5,250,418,600,4.5,83
2014,3,Carolinas Altas,Q5199022,70,76,2.5,1.2,250,372,550,4.9,64
2014,3,Carolinas Bajas,Q8339426,71,79,2.4,1.3,230,388,600,4.9,74
2014,3,Old town-Santa Cruz,Q8341907,35,73,1.8,1.2,300,487,850,6.7,148
2014,3,Old town-Santa Cruz,Q8341907,69,91,2.5,1.5,295,538,1000,5.9,149
2014,3,Asis,Q5770765,17,83,2.5,1.3,270,366,450,4.4,48
2014,3,garden city,Q660088,2,209,4,2.5,550,600,650,2.9,50
2014,3,El Palmeral-Urbanova-Tabarca,Q5669909,12,86,2.4,1.6,300,520,750,6,108
2014,3,Ensanche Diputación,Q5834070,167,100,2.8,1.6,270,559,1000,5.6,150
2014,3,Florida Alta,Q5863207,22,93,3,1.4,250,389,500,4.2,66
2014,3,Florida Baixa,Q5555553,38,89,2.7,1.5,270,434,550,4.9,61
2014,3,Garbinet,Q8963455,40,101,2.9,1.8,420,591,750,5.9,91
2014,3,Joan XXIII,Q5952905,9,87,2.9,1.5,300,384,475,4.4,58
2014,3,l'Albufereta,Q11482271,96,81,2.1,1.5,250,507,850,6.2,134
2014,3,Cuatrocientas Viviendas,Q11237186,2,69,2,1.5,330,415,500,6,85
2014,3,Els Àngels,Q9024383,34,90,2.8,1.5,250,387,500,4.3,77
2014,3,Mercado,Q3117833,72,99,2.7,1.6,325,553,1000,5.6,165
2014,3,international peace,Q114246474,26,104,2.7,1.8,370,582,800,5.6,85
2014,3,Plaza Juan Pablo II,Q136523625,7,91,2.6,1.9,450,521,600,5.7,45
2014,3,Pla del Bon Repòs,Q9060237,65,80,2.6,1.2,250,361,490,4.5,51
2014,3,San Juan Playa,Q9060728,265,109,2.5,1.7,300,639,1200,5.8,195
2014,3,Polígono Babel,Q18005830,56,107,3,1.7,395,546,800,5.1,107
2014,3,Polígono San Blas,Q9061569,15,92,2.9,1.6,320,502,630,5.4,102
2014,3,San Fernando-Princesa Mercedes,Q6118706,8,77,2.4,1,300,358,425,4.7,47
2014,3,opening hours,Q99518990,4,96,2.5,1.5,550,663,750,6.9,89
2014,3,Raval Roig,Q9066754,19,91,2.8,1.5,350,559,800,6.1,117
2014,3,San Agustín (Alicante),Q9073289,2,70,2,1,270,325,380,4.7,55
2014,3,San Antón,Q2917775,17,85,2.1,1.2,270,400,550,4.7,67
2014,3,San Blas-Santo Domingo,Q4897331,88,86,2.7,1.4,275,417,590,4.9,66
2014,3,San Gabriel National Forest,Q7414207,26,96,2.8,1.7,350,516,650,5.4,85
2014,3,Sidi Ifni-Nuevo Alicante,Q6127455,2,83,3,1.3,250,310,370,3.8,60
2014,3,Tómbola,Q6154605,8,108,3,1.8,400,478,550,4.4,51
2014,3,Urbanova,Q125359431,12,78,1.8,1.3,350,449,695,5.8,106
2014,3,Villafranqueza,Q9094009,8,79,2.4,1.3,295,349,400,4.5,44
2014,3,Virgen del Remedio,Q6163619,16,79,2.6,1.2,200,288,440,3.7,62
2014,3,Vistahermosa,Q6163998,19,105,2.8,1.6,380,531,800,5.1,149
2014,4,Alipark,Q8195638,16,96,3.2,1.5,300,448,550,4.7,60
2014,4,Altozano-Conde Lumiares,Q5855261,35,93,3.1,1.6,250,423,550,4.5,82
2014,4,Benalua,Q8246192,59,89,2.6,1.4,300,460,750,5.2,100
2014,4,Benissa,Q1649406,3,98,3.3,2,480,593,650,6.1,80
2014,4,Cabo de las Huertas,Q8254541,72,116,2.7,1.9,350,716,1200,6.2,191
2014,4,Campoamor,Q8261229,57,87,2.8,1.3,300,384,550,4.4,54
2014,4,Carolinas Altas,Q5199022,32,76,2.4,1.1,250,360,450,4.7,43
2014,4,Carolinas Bajas,Q8339426,33,85,2.3,1.2,250,375,500,4.4,52
2014,4,Old town-Santa Cruz,Q8341907,30,86,2.2,1.4,299,518,1100,6,184
2014,4,Old town-Santa Cruz,Q8341907,65,90,2.4,1.5,295,529,1000,5.9,147
2014,4,Asis,Q5770765,14,90,2.7,1.6,250,406,540,4.5,74
2014,4,El Palmeral-Urbanova-Tabarca,Q5669909,14,93,2.6,1.7,400,542,650,5.8,81
2014,4,Ensanche Diputación,Q5834070,148,106,3,1.8,300,602,1000,5.7,168
2014,4,Florida Alta,Q5863207,28,88,2.9,1.3,300,382,500,4.4,49
2014,4,Florida Baixa,Q5555553,19,85,2.6,1.3,200,377,500,4.4,73
2014,4,Garbinet,Q8963455,38,105,2.7,1.8,450,567,750,5.4,71
2014,4,Joan XXIII,Q5952905,4,81,3,1,250,313,350,3.8,38
2014,4,Joan XXIII,Q5952905,4,91,3.5,1.5,250,275,300,3,25
2014,4,l'Albufereta,Q11482271,127,84,2.1,1.5,230,554,1000,6.6,157
2014,4,La Goteta,Q28502683,2,85,2.5,1.5,330,365,400,4.3,35
2014,4,Els Àngels,Q9024383,29,88,2.9,1.6,280,412,585,4.7,71
2014,4,Mercado,Q3117833,85,95,2.8,1.5,225,539,950,5.6,158
2014,4,international peace,Q114246474,27,91,2.7,1.7,450,581,700,6.4,63
2014,4,Plaza Juan Pablo II,Q136523625,19,107,2.8,2,410,530,650,4.9,55
2014,4,Pla del Bon Repòs,Q9060237,54,75,2.6,1.2,275,370,500,5,50
2014,4,San Juan Playa,Q9060728,338,116,2.6,1.8,300,674,1200,5.8,202
2014,4,Polígono Babel,Q18005830,47,113,3.2,1.9,400,568,900,5,111
2014,4,Polígono San Blas,Q9061569,37,98,3.2,1.8,350,486,650,5,82
2014,4,San Fernando-Princesa Mercedes,Q6118706,12,92,3,1.5,270,415,600,4.5,105
2014,4,opening hours,Q99518990,2,93,3,1.5,450,475,500,5.1,25
2014,4,Raval Roig,Q9066754,19,90,2.4,1.6,350,567,800,6.3,137
2014,4,San Agustín (Alicante),Q9073289,6,91,2.2,2,390,460,580,5.1,61
2014,4,San Antón,Q2917775,9,72,1.9,1.4,260,441,575,6.1,104
2014,4,San Blas-Santo Domingo,Q4897331,64,80,2.2,1.4,310,423,600,5.3,59
2014,4,San Gabriel National Forest,Q7414207,23,94,2.9,1.8,350,530,700,5.6,84
2014,4,Sidi Ifni-Nuevo Alicante,Q6127455,6,78,2.8,1,250,349,450,4.5,63
2014,4,Tómbola,Q6154605,5,103,3.2,2,400,514,650,5,91
2014,4,Urbanova,Q125359431,11,71,1.8,1.3,325,399,475,5.6,60
2014,4,Villafranqueza,Q9094009,5,86,2.8,1.6,325,369,400,4.3,29
2014,4,Virgen del Remedio,Q6163619,5,82,2.8,1,250,303,400,3.7,56
2014,4,Vistahermosa,Q6163998,12,118,3,1.7,450,595,800,5.1,128
2015,1,Alipark,Q8195638,12,95,3.1,1.4,300,453,530,4.8,59
2015,1,Altozano-Conde Lumiares,Q5855261,38,94,3,1.5,250,431,550,4.6,79
2015,1,Benalua,Q8246192,61,88,2.7,1.5,280,474,780,5.4,94
2015,1,Benissa,Q1649406,5,106,3.4,1.9,420,556,600,5.2,65
2015,1,Cabo de las Huertas,Q8254541,68,107,2.6,1.6,350,697,1260,6.5,209
2015,1,Campoamor,Q8261229,45,90,2.8,1.4,270,425,570,4.7,67
2015,1,Carolinas Altas,Q5199022,44,80,2.5,1.2,250,392,520,4.9,58
2015,1,Carolinas Bajas,Q8339426,57,79,2.4,1.2,240,404,550,5.1,65
2015,1,Old town-Santa Cruz,Q8341907,31,77,2,1.3,300,553,1000,7.2,189
2015,1,Old town-Santa Cruz,Q8341907,66,89,2.4,1.5,290,558,1050,6.3,148
2015,1,Asis,Q5770765,15,89,2.6,1.5,280,404,470,4.6,53
2015,1,Colonia Requena,Q5777835,2,80,3,1.5,230,255,280,3.2,19
2015,1,Divina Pastora,Q8561236,2,227,4,2.7,520,688,750,3,109
2015,1,El Palmeral-Urbanova-Tabarca,Q5669909,7,91,2.6,1.7,370,566,700,6.2,94
2015,1,Ensanche Diputación,Q5834070,139,101,2.8,1.7,280,594,970,5.9,148
2015,1,Florida Alta,Q5863207,23,86,2.8,1.3,275,407,510,4.7,56
2015,1,Florida Baixa,Q5555553,26,90,2.7,1.4,250,436,530,4.8,68
2015,1,Garbinet,Q8963455,2,104,2.5,1.3,410,493,510,4.8,46
2015,1,Garbinet,Q8963455,37,102,2.9,1.9,420,606,740,5.9,76
2015,1,Joan XXIII,Q5952905,6,83,3,1.2,290,371,420,4.5,44
2015,1,Joan XXIII,Q5952905,3,94,3.5,1.7,210,325,390,3.4,62
2015,1,l'Albufereta,Q11482271,86,80,2.1,1.4,240,551,940,6.9,142
2015,1,La Goteta,Q28502683,1,80,2.5,1.3,340,379,375,4.7,18
2015,1,Cuatrocientas Viviendas,Q11237186,1,76,2.3,1.7,300,382,420,5,57
2015,1,Els Àngels,Q9024383,29,91,2.9,1.5,275,423,520,4.7,66
2015,1,Mercado,Q3117833,59,97,2.8,1.5,290,563,930,5.8,148
2015,1,international peace,Q114246474,26,97,2.6,1.8,430,623,720,6.4,69
2015,1,Plaza Juan Pablo II,Q136523625,13,103,2.8,1.9,430,568,640,5.5,63
2015,1,Pla del Bon Repòs,Q9060237,52,77,2.6,1.2,260,383,510,5,53
2015,1,San Juan Playa,Q9060728,237,110,2.5,1.7,300,688,1200,6.3,204
2015,1,Polígono Babel,Q18005830,45,106,3.1,1.9,375,575,800,5.4,100
2015,1,Polígono San Blas,Q9061569,27,94,3,1.7,350,517,630,5.5,80
2015,1,San Fernando-Princesa Mercedes,Q6118706,10,84,2.8,1.3,290,395,480,4.7,65
2015,1,opening hours,Q99518990,2,95,2.7,1.5,520,637,670,6.7,68
2015,1,Raval Roig,Q9066754,15,85,2.3,1.4,350,569,780,6.7,130
2015,1,San Agustín (Alicante),Q9073289,4,89,2.3,1.5,340,443,510,5,64
2015,1,San Antón,Q2917775,13,74,2,1.2,270,426,600,5.7,91
2015,1,San Blas-Santo Domingo,Q4897331,69,84,2.5,1.4,290,446,590,5.3,62
2015,1,San Gabriel National Forest,Q7414207,25,97,2.9,1.8,350,549,690,5.7,94
2015,1,Sidi Ifni-Nuevo Alicante,Q6127455,8,81,2.7,1.1,250,350,400,4.3,41
2015,1,Tómbola,Q6154605,5,104,3,1.8,410,515,550,4.9,54
2015,1,Urbanova,Q125359431,8,80,2.1,1.4,350,475,660,5.9,106
2015,1,Villafranqueza,Q9094009,6,81,2.4,1.4,300,392,440,4.8,52
2015,1,Virgen del Remedio,Q6163619,7,85,2.8,1.2,220,313,410,3.7,56
2015,1,Vistahermosa,Q6163998,13,114,2.9,1.8,410,648,840,5.7,147
2015,2,Alipark,Q8195638,22,97,3.3,1.4,400,465,550,4.8,38
2015,2,Altozano-Conde Lumiares,Q5855261,30,93,2.8,1.6,300,416,550,4.5,71
2015,2,Benalua,Q8246192,67,93,2.8,1.4,300,453,610,4.9,66
2015,2,Benissa,Q1649406,6,113,2.7,1.8,314,532,650,4.7,118
2015,2,Cabo de las Huertas,Q8254541,48,93,2.2,1.5,270,609,1200,6.5,197
2015,2,Campoamor,Q8261229,60,96,2.7,1.5,320,458,650,4.8,89
2015,2,Carolinas Altas,Q5199022,58,89,2.7,1.3,220,385,550,4.3,66
2015,2,Carolinas Bajas,Q8339426,57,80,2.4,1.3,250,397,600,4.9,75
2015,2,Old town-Santa Cruz,Q8341907,25,75,1.9,1.2,299,509,850,6.8,171
2015,2,Old town-Santa Cruz,Q8341907,91,100,2.6,1.6,290,596,1000,6,164
2015,2,Asis,Q5770765,30,80,2.6,1.4,300,382,475,4.8,52
2015,2,Colonia Requena,Q5777835,4,60,3,1,220,245,260,4.1,15
2015,2,El Palmeral-Urbanova-Tabarca,Q5669909,6,111,3,1.9,430,509,575,4.6,54
2015,2,Ensanche Diputación,Q5834070,180,101,2.7,1.6,335,551,1100,5.5,155
2015,2,Florida Alta,Q5863207,20,96,3.2,1.4,250,386,490,4,63
2015,2,Florida Baixa,Q5555553,39,77,2.2,1.2,275,413,599,5.4,76
2015,2,Garbinet,Q8963455,66,115,2.9,1.9,350,607,950,5.3,118
2015,2,Joan XXIII,Q5952905,6,101,3,1.5,260,388,490,3.8,84
2015,2,Joan XXIII,Q5952905,2,105,3.5,1.5,320,323,325,3.1,3
2015,2,l'Albufereta,Q11482271,66,86,2.2,1.4,260,498,1100,5.8,160
2015,2,Els Àngels,Q9024383,39,97,3,1.5,250,382,550,3.9,78
2015,2,Mercado,Q3117833,71,99,2.7,1.7,320,511,900,5.2,110
2015,2,Moralet,Q19859732,3,83,2.3,1.3,425,433,450,5.2,12
2015,2,international peace,Q114246474,25,98,2.5,1.9,390,546,675,5.6,86
2015,2,Plaza Juan Pablo II,Q136523625,17,106,3,2,430,512,650,4.8,65
2015,2,Pla del Bon Repòs,Q9060237,47,89,2.8,1.4,270,408,550,4.6,74
2015,2,San Juan Playa,Q9060728,187,109,2.5,1.7,340,653,1200,6,197
2015,2,Polígono Babel,Q18005830,42,109,3.3,2,430,552,800,5.1,84
2015,2,Polígono San Blas,Q9061569,27,104,3.4,1.7,350,516,650,5,90
2015,2,San Fernando-Princesa Mercedes,Q6118706,18,91,2.8,1.5,300,421,525,4.6,65
2015,2,Raval Roig,Q9066754,15,79,1.9,1.6,350,538,800,6.8,135
2015,2,San Agustín (Alicante),Q9073289,3,84,2.3,1.6,350,470,600,5.6,102
2015,2,San Antón,Q2917775,17,75,2.1,1.3,290,446,595,6,69
2015,2,San Blas-Santo Domingo,Q4897331,68,99,2.8,1.5,300,453,650,4.6,93
2015,2,San Gabriel National Forest,Q7414207,37,113,3.2,1.9,330,506,650,4.5,76
2015,2,Lo Morant-San Nicolás de Bari,Q5852070,2,95,3,2,450,500,550,5.3,50
2015,2,Sidi Ifni-Nuevo Alicante,Q6127455,8,81,2.9,1.3,280,365,480,5.1,62
2015,2,Tómbola,Q6154605,8,99,3,1.8,400,456,550,4.6,58
2015,2,Urbanova,Q125359431,4,83,2.3,1.5,400,513,750,6.2,139
2015,2,Villafranqueza,Q9094009,4,74,2,1.4,350,450,500,6.1,61
2015,2,Virgen del Remedio,Q6163619,9,89,3.4,1.2,270,328,450,4,65
2015,3,Alipark,Q8195638,19,96,3.1,1.6,300,502,600,5.2,72
2015,3,Altozano-Conde Lumiares,Q5855261,23,91,3,1.5,280,402,550,4.4,77
2015,3,Benalua,Q8246192,90,100,2.9,1.6,300,487,800,4.9,92
2015,3,Benissa,Q1649406,6,105,3.2,1.8,440,509,650,4.9,73
2015,3,Cabo de las Huertas,Q8254541,86,103,2.6,1.7,300,687,1350,6.7,255
2015,3,Campoamor,Q8261229,54,88,2.8,1.4,280,412,550,4.7,63
2015,3,Carolinas Altas,Q5199022,48,91,2.8,1.3,290,394,525,4.4,61
2015,3,Carolinas Bajas,Q8339426,52,82,2.4,1.2,250,399,600,4.9,88
2015,3,Old town-Santa Cruz,Q8341907,29,68,1.7,1.3,299,503,850,7.4,143
2015,3,Old town-Santa Cruz,Q8341907,89,94,2.6,1.6,300,601,1100,6.4,172
2015,3,Asis,Q5770765,15,93,2.3,1.3,280,400,600,4.3,102
2015,3,El Palmeral-Urbanova-Tabarca,Q5669909,7,108,2.9,2,375,539,600,5,84
2015,3,Ensanche Diputación,Q5834070,157,103,2.9,1.7,300,593,1000,5.7,142
2015,3,Florida Alta,Q5863207,15,90,2.9,1.2,280,396,500,4.4,61
2015,3,Florida Baixa,Q5555553,22,98,2.8,1.4,275,416,550,4.3,76
2015,3,Garbinet,Q8963455,52,109,2.7,1.9,450,587,700,5.4,73
2015,3,Joan XXIII,Q5952905,5,92,3.2,1.6,300,350,450,3.8,63
2015,3,Joan XXIII,Q5952905,3,95,3.7,1.7,300,317,350,3.3,24
2015,3,l'Albufereta,Q11482271,72,79,2.1,1.5,325,522,800,6.6,123
2015,3,Els Àngels,Q9024383,27,88,3.1,1.5,250,404,500,4.6,80
2015,3,Mercado,Q3117833,85,89,2.5,1.5,300,471,650,5.3,83
2015,3,international peace,Q114246474,21,99,2.4,2,480,612,750,6.2,67
2015,3,Plaza Juan Pablo II,Q136523625,11,103,2.8,2,470,585,700,5.7,66
2015,3,Pla del Bon Repòs,Q9060237,46,79,2.8,1.3,270,390,525,4.9,51
2015,3,San Juan Playa,Q9060728,246,107,2.4,1.7,330,667,1200,6.3,212
2015,3,Polígono Babel,Q18005830,41,115,3.1,1.9,320,574,900,5,145
2015,3,Polígono San Blas,Q9061569,21,105,3,1.6,350,543,750,5.2,125
2015,3,San Fernando-Princesa Mercedes,Q6118706,11,93,3,1.3,300,439,600,4.7,76
2015,3,Raval Roig,Q9066754,15,95,2.2,1.6,400,495,700,5.2,94
2015,3,San Agustín (Alicante),Q9073289,4,78,2.3,1.3,270,371,490,4.8,79
2015,3,San Antón,Q2917775,22,78,2.3,1.2,290,474,650,6,105
2015,3,San Blas-Santo Domingo,Q4897331,70,89,2.9,1.4,330,424,600,4.8,66
2015,3,San Gabriel National Forest,Q7414207,21,100,2.9,1.7,325,516,650,5.2,79
2015,3,Lo Morant-San Nicolás de Bari,Q5852070,3,102,3,1.7,300,408,475,4,77
2015,3,Sidi Ifni-Nuevo Alicante,Q6127455,3,78,2.6,1.2,299,320,330,4.1,15
2015,3,Tómbola,Q6154605,14,99,2.7,1.7,450,508,700,5.1,74
2015,3,Urbanova,Q125359431,7,83,2.3,1.6,350,474,600,5.7,86
2015,3,Villafranqueza,Q9094009,7,77,2.4,1.4,250,395,500,5.1,82
2015,3,Virgen del Remedio,Q6163619,6,84,3,1,250,292,350,3.5,45
2015,3,Vistahermosa,Q6163998,12,147,3.1,1.8,350,648,990,4.4,180
2015,4,Alipark,Q8195638,18,97,2.9,1.4,300,463,600,4.8,61
2015,4,Altozano-Conde Lumiares,Q5855261,24,93,2.7,1.5,300,429,600,4.6,82
2015,4,Benalua,Q8246192,66,92,2.6,1.4,290,469,1000,5.1,139
2015,4,Benissa,Q1649406,16,105,3.1,1.8,500,523,600,5,26
2015,4,Cabo de las Huertas,Q8254541,113,112,2.6,1.7,350,699,1350,6.2,250
2015,4,Campoamor,Q8261229,40,84,2.4,1.3,200,407,600,4.9,87
2015,4,Carolinas Altas,Q5199022,41,80,2.6,1.1,250,377,500,4.7,58
2015,4,Carolinas Bajas,Q8339426,47,79,2.4,1.3,250,370,520,4.7,64
2015,4,Old town-Santa Cruz,Q8341907,37,78,1.9,1.4,300,620,1200,7.9,259
2015,4,Old town-Santa Cruz,Q8341907,90,105,2.8,1.6,260,644,1200,6.1,210
2015,4,Asis,Q5770765,13,86,2.4,1.2,290,377,500,4.4,67
2015,4,Colonia Requena,Q5777835,3,70,3,1,180,197,220,2.8,17
2015,4,Ensanche Diputación,Q5834070,181,103,2.8,1.7,300,597,1000,5.8,140
2015,4,Florida Alta,Q5863207,30,88,2.8,1.1,300,393,500,4.5,52
2015,4,Florida Baixa,Q5555553,54,89,2.7,1.4,275,422,550,4.7,70
2015,4,Garbinet,Q8963455,45,143,2.8,1.9,440,650,900,4.5,129
2015,4,Joan XXIII,Q5952905,6,74,2.6,1,300,377,410,5.1,37
2015,4,Joan XXIII,Q5952905,2,93,3.5,1.5,330,340,350,3.7,10
2015,4,l'Albufereta,Q11482271,103,84,2,1.4,240,523,1000,6.2,135
2015,4,Els Àngels,Q9024383,53,94,2.8,1.5,290,400,520,4.3,54
2015,4,Mercado,Q3117833,72,99,2.7,1.6,280,573,1200,5.8,177
2015,4,international peace,Q114246474,15,112,2.9,2,600,647,750,5.8,42
2015,4,Plaza Juan Pablo II,Q136523625,14,103,2.6,1.8,450,606,700,5.9,63
2015,4,Pla del Bon Repòs,Q9060237,83,82,2.6,1.2,300,401,500,4.9,56
2015,4,San Juan Playa,Q9060728,261,121,2.6,1.8,340,717,1200,5.9,225
2015,4,Polígono Babel,Q18005830,50,110,3.2,1.9,400,578,800,5.3,94
2015,4,Polígono San Blas,Q9061569,33,95,3.1,1.6,350,475,700,5,100
2015,4,San Fernando-Princesa Mercedes,Q6118706,16,85,2.9,1.2,250,368,500,4.3,81
2015,4,Raval Roig,Q9066754,20,93,2.4,1.5,390,537,800,5.8,115
2015,4,San Agustín (Alicante),Q9073289,4,120,2.7,2.3,230,453,750,3.8,193
2015,4,San Antón,Q2917775,37,79,2.1,1.2,295,431,650,5.5,82
2015,4,San Blas-Santo Domingo,Q4897331,78,87,2.6,1.4,310,445,655,5.1,79
2015,4,San Gabriel National Forest,Q7414207,32,99,3,1.7,325,519,750,5.3,101
2015,4,Lo Morant-San Nicolás de Bari,Q5852070,2,100,3,1,300,325,350,3.3,25
2015,4,Tómbola,Q6154605,8,108,3.3,1.9,300,514,600,4.8,93
2015,4,Urbanova,Q125359431,21,71,2,1.4,325,460,750,6.5,108
2015,4,Villafranqueza,Q9094009,13,81,2.5,1.4,340,388,450,4.8,35
2015,4,Virgen del Remedio,Q6163619,8,86,3.1,1.1,200,289,350,3.4,43
2015,4,Vistahermosa,Q6163998,19,121,2.5,1.8,350,717,1350,5.9,235
2016,1,Alipark,Q8195638,14,88,3.1,1.4,300,429,500,4.9,65
2016,1,Altozano-Conde Lumiares,Q5855261,30,88,3,1.5,250,403,550,4.6,87
2016,1,Benalua,Q8246192,82,105,2.8,1.5,290,493,900,4.7,154
2016,1,Benissa,Q1649406,11,108,2.9,1.9,314,560,780,5.2,135
2016,1,Cabo de las Huertas,Q8254541,68,115,2.4,1.7,395,743,1500,6.5,303
2016,1,Campoamor,Q8261229,48,88,2.7,1.2,250,403,550,4.6,72
2016,1,Carolinas Altas,Q5199022,62,81,2.3,1.3,300,392,550,4.8,55
2016,1,Carolinas Bajas,Q8339426,49,78,2.3,1.3,250,391,500,5,63
2016,1,Old town-Santa Cruz,Q8341907,43,81,2.1,1.4,300,588,1200,7.3,233
2016,1,Old town-Santa Cruz,Q8341907,92,86,2.2,1.5,350,595,1000,6.9,155
2016,1,Asis,Q5770765,21,90,2.5,1.4,325,395,490,4.4,47
2016,1,El Palmeral-Urbanova-Tabarca,Q5669909,8,93,2.6,1.7,450,569,600,6.1,50
2016,1,Ensanche Diputación,Q5834070,154,106,3,1.7,300,641,1200,6.1,182
2016,1,Florida Alta,Q5863207,23,87,2.5,1,280,401,550,4.6,73
2016,1,Florida Baixa,Q5555553,44,90,2.7,1.5,275,432,600,4.8,83
2016,1,Garbinet,Q8963455,66,105,2.8,1.8,300,562,800,5.4,94
2016,1,Joan XXIII,Q5952905,7,79,3,1.1,350,419,500,5.3,54
2016,1,Joan XXIII,Q5952905,2,80,3,1.5,250,300,350,3.8,50
2016,1,l'Albufereta,Q11482271,66,75,2,1.3,250,516,1000,6.9,163
2016,1,Els Àngels,Q9024383,53,95,2.9,1.5,250,419,700,4.4,95
2016,1,Mercado,Q3117833,70,94,2.6,1.5,300,549,900,5.8,158
2016,1,international peace,Q114246474,23,106,3,2,550,654,800,6.2,78
2016,1,Plaza Juan Pablo II,Q136523625,12,98,2.5,1.9,390,599,850,6.1,106
2016,1,Pla del Bon Repòs,Q9060237,64,79,2.6,1.2,270,420,700,5.3,104
2016,1,San Juan Playa,Q9060728,207,127,2.7,1.9,300,763,1300,6,243
2016,1,Polígono Babel,Q18005830,28,108,3.4,2,400,572,800,5.3,101
2016,1,Polígono San Blas,Q9061569,21,117,3.8,2,445,662,900,5.6,118
2016,1,San Fernando-Princesa Mercedes,Q6118706,9,74,2.2,1,350,384,442,5.2,31
2016,1,Raval Roig,Q9066754,17,81,2,1.3,350,524,800,6.5,131
2016,1,San Agustín (Alicante),Q9073289,3,110,2.3,1.5,400,433,500,3.9,47
2016,1,San Antón,Q2917775,18,72,1.9,1.3,295,475,720,6.6,106
2016,1,San Blas-Santo Domingo,Q4897331,75,97,3,1.5,330,475,700,4.9,98
2016,1,San Gabriel National Forest,Q7414207,20,105,3.1,1.8,300,531,800,5,119
2016,1,Lo Morant-San Nicolás de Bari,Q5852070,2,109,3,1.5,300,350,400,3.2,50
2016,1,Sidi Ifni-Nuevo Alicante,Q6127455,3,83,2.3,1.3,330,370,430,4.4,43
2016,1,Tómbola,Q6154605,2,86,2.5,1.5,300,388,475,4.5,88
2016,1,Urbanova,Q125359431,18,81,2.2,1.7,400,504,700,6.2,100
2016,1,Villafranqueza,Q9094009,3,75,2.3,1.3,380,403,450,5.4,33
2016,1,Virgen del Remedio,Q6163619,8,86,3.3,1.1,250,318,450,3.7,60
2016,1,Vistahermosa,Q6163998,17,100,2.8,1.6,420,599,950,6,149
2016,2,Colonia Requena,Q5777835,5,60,2.6,1,190,224,240,3.7,17
2016,2,Joan XXIII,Q5952905,6,81,2.8,1.2,300,348,450,4.3,56
2016,2,Moralet,Q19859732,3,78,2.3,1,350,377,400,4.8,21
