id,location_name_rdf,location_url,parameter,parameter_url,value,unit,datetimeUtc,timezone,latitude,longitude
4318_2025-10-10T13:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T14:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T15:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T16:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T17:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T18:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T19:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T20:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T21:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T22:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-10T23:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-10T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T00:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T01:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T02:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T03:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T04:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T05:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T06:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T07:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T08:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T09:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T10:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T11:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T12:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T13:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,2,µg/m³,2025-10-11T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T14:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T15:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T16:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T17:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T18:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T19:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T20:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T21:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-11T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T22:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T23:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-11T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T00:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T01:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T02:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T03:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T05:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T06:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T07:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T08:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T09:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T10:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T11:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T12:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T13:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T14:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T15:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T16:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-12T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T17:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T18:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T19:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T20:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T21:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T22:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T23:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-12T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T00:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-13T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T01:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-13T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T02:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T04:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-13T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T05:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T06:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T07:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T08:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T09:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T11:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T12:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T13:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T14:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-13T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T15:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T16:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T17:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-13T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T18:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T19:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T20:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T21:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T22:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T23:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-13T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T00:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T01:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T02:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T03:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T04:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T05:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T06:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T07:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T08:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T09:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,7,µg/m³,2025-10-14T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T11:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T12:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,4,µg/m³,2025-10-14T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T13:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T14:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T15:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T16:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T17:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T18:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T19:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T20:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T21:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T22:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-14T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T23:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,6,µg/m³,2025-10-14T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T00:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T01:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T02:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T03:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T04:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T05:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T06:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T07:00:00Z_so2,PlazaDelCarmen,https://www.wikidata.org/wiki/Q6080406,so2,https://www.wikidata.org/wiki/Q5282,5,µg/m³,2025-10-15T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
