fecha,wikidata_fecha,totalUsoAlDia,horasTotalesDeUso,horasTtotalesDeServicio,horasTotalesDeDisponibilidad,bicicletasMediasDisponibilidad,usoPorAbandonadosOcasionales,usoPorAbandonadosAnuales
2017-10-05,,2839.35,38587.93,41427.28,1726.14,10571,124,10695
2017-11-05,,1894.3,40857.48,42751.78,1781.32,7074,54,7128
2017-12-05,,1917.83,41764.3,43682.13,1820.09,7119,61,718
"May 13, 2017",Q33122509,2506.32,43206.48,45712.8,1904.7,7036,323,7359
"May 14, 2017",Q33122508,2817.0,43502.66,46319.66,1929.99,7447,509,7956
"May 15, 2017",Q33122507,2919.13,43622.73,46541.86,1939.24,7761,448,8209
"May 16, 2017",Q33122506,2999.15,43353.7,46352.85,1931.37,1071,181,10891
"May 17, 2017",Q33122505,3146.98,43145.08,46292.06,1928.84,11183,141,11324
"May 18, 2017",Q33122504,2950.93,43440.05,46390.98,1932.96,10534,159,10693
"May 19, 2017",Q33122502,3308.9,43283.53,46592.43,1941.35,11251,210,11461
"May 20, 2017",Q33122501,3089.73,42630.63,45720.36,1905.02,91,434,9534
"May 21, 2017",Q33122500,2776.25,42092.92,44869.17,1869.55,7967,402,8369
"May 22, 2017",Q33122499,3196.03,40340.45,43536.48,1814.02,11221,210,11431
"May 23, 2017",Q33122498,3266.87,40719.08,43985.95,1832.75,11643,228,11871
"May 24, 2017",Q33122497,3545.05,40827.76,44372.81,1848.87,12265,210,12475
"May 25, 2017",Q33122496,3610.4,40667.42,44277.82,1844.91,12466,281,12747
"May 26, 2017",Q33122494,3643.3,41191.85,44835.15,1868.13,12293,300,12593
"May 27, 2017",Q33122493,3490.38,40776.98,44267.36,1844.47,10032,586,10618
"May 28, 2017",Q33122492,3145.95,39948.5,43094.45,1795.6,882,678,9498
"May 29, 2017",Q33122491,3241.02,40378.43,43619.45,1817.48,11405,235,1164
"May 30, 2017",Q33122490,3511.53,40717.98,44229.51,1842.9,12445,178,12623
"May 31, 2017",Q33122489,3640.95,39872.88,43513.83,1813.08,12795,185,1298
2017-01-06,,3670.68,39643.73,43314.41,1804.77,1345,132,13582
2017-02-06,,3528.3,39196.58,42724.88,1780.2,12453,198,12651
2017-03-06,,2812.62,39023.78,41836.4,1743.18,9006,377,9383
2017-04-06,,3036.38,37507.5,40543.88,1689.33,9061,270,9331
2017-05-06,,3136.83,37526.38,40663.21,1694.3,11299,182,11481
2017-06-06,,3485.4,37629.02,41114.42,1713.1,1232,176,12496
2017-07-06,,3633.98,37433.91,41067.89,1711.16,12873,190,13063
2017-08-06,,3646.08,39675.6,43321.68,1805.07,13128,211,13339
2017-09-06,,3816.57,40231.68,44048.25,1835.34,12915,232,13147
2017-10-06,,3182.58,40584.55,43767.13,1823.63,9813,402,10215
2017-11-06,,3073.8,40730.82,43804.62,1825.19,9001,407,9408
2017-12-06,,3321.2,39934.6,43255.8,1802.33,11676,226,11902
"June 13, 2017",Q33122475,3501.05,39741.3,43242.35,1801.76,12425,160,12585
"June 14, 2017",Q33122473,3543.75,40601.05,44144.8,1839.37,13021,115,13136
"June 15, 2017",Q33122472,3544.53,41343.22,44887.75,1870.32,1287,126,12996
"June 16, 2017",Q33122470,3464.58,41357.26,44821.84,1867.58,12229,159,12388
"June 17, 2017",Q33122469,2737.37,41555.25,44292.62,1845.53,8785,285,907
"June 18, 2017",Q33122468,2529.27,41606.45,44135.72,1838.99,7718,205,7923
"June 19, 2017",Q33122467,3430.95,40745.48,44176.43,1840.68,12197,140,12337
"June 20, 2017",Q33122466,3370.52,41279.1,44649.62,1860.4,12409,129,12538
"June 21, 2017",Q33122465,3839.4,40890.25,44729.65,1863.74,137,180,1388
"June 22, 2017",Q33122464,3802.15,40690.78,44492.93,1853.87,13718,192,1391
"June 23, 2017",Q33122463,3622.02,40736.92,44358.94,1848.29,12616,178,12794
"June 24, 2017",Q33122462,2821.25,41341.88,44163.13,1840.13,8943,351,9294
"June 25, 2017",Q33122461,2386.82,41142.28,43529.1,1813.71,7153,317,747
"June 26, 2017",Q33122460,3236.55,39955.9,43192.45,1799.69,11538,162,117
"June 27, 2017",Q33122459,3580.57,39342.82,42923.39,1788.47,12991,183,13174
"June 28, 2017",Q33122456,3640.05,38678.87,42318.92,1763.29,13018,186,13204
"June 29, 2017",Q33122453,3541.17,38706.25,42247.42,1760.31,12721,145,12866
"June 30, 2017",Q33122452,3412.12,39165.83,42577.95,1774.08,11515,185,117
2017-01-07,,2770.48,38995.2,41765.68,1740.24,8144,266,841
2017-02-07,,2648.33,37454.08,40102.41,1670.93,734,305,7645
2017-03-07,,3500.98,38283.13,41784.11,1741.0,11905,256,12161
2017-04-07,,3560.7,39793.49,43354.19,1806.42,12701,214,12915
2017-05-07,,3708.07,39978.78,43686.85,1820.29,1309,265,13355
2017-06-07,,1716.47,41430.34,43146.81,1797.78,6135,69,6204
2017-07-07,,2143.08,43550.61,45693.69,1903.9,7721,101,7822
2017-08-07,,2455.47,43916.52,46371.99,1932.17,7588,315,7903
2017-09-07,,2817.9,42769.16,45587.06,1899.46,7862,468,833
2017-10-07,,3361.28,42216.21,45577.49,1899.06,11684,289,11973
2017-11-07,,3431.97,42781.37,46213.34,1925.56,12355,169,12524
2017-12-07,,3420.38,42383.3,45803.68,1908.49,12603,162,12765
"July 13, 2017",Q33122438,3447.23,42953.3,46400.53,1933.36,12358,188,12546
"July 14, 2017",Q33122435,3128.25,43486.58,46614.83,1942.28,11208,186,11394
"July 15, 2017",Q33122434,2241.45,44215.96,46457.41,1935.73,7354,226,758
"July 16, 2017",Q33122433,2300.22,43732.68,46032.9,1918.04,7256,307,7563
"July 17, 2017",Q33122432,3038.6,42573.6,45612.2,1900.51,11127,193,1132
"July 18, 2017",Q33122431,3323.03,41982.85,45305.88,1887.75,11844,167,12011
"July 19, 2017",Q33122430,3353.38,40872.11,44225.49,1842.73,12203,179,12382
"July 20, 2017",Q33123671,3416.87,40781.85,44198.72,1841.61,12439,177,12616
"July 21, 2017",Q33123996,3244.03,41795.92,45039.95,1876.66,11433,193,11626
"July 22, 2017",Q33123997,2499.57,42654.48,45154.05,1881.42,7682,378,806
"July 23, 2017",Q33123998,2249.57,42494.47,44744.04,1864.34,6796,285,7081
"July 24, 2017",Q33123999,2950.38,42801.9,45752.28,1906.35,10956,136,11092
"July 25, 2017",Q33124000,3174.9,42151.08,45325.98,1888.58,11613,204,11817
"July 26, 2017",Q33124001,3253.13,41564.63,44817.76,1867.41,12065,137,12202
"July 27, 2017",Q33124002,3376.37,42556.77,45933.14,1913.88,12414,204,12618
"July 28, 2017",Q33124003,3267.77,42982.75,46250.52,1927.11,11344,219,11563
"July 29, 2017",Q33124004,2281.67,44695.16,46976.83,1957.37,7169,281,745
"July 30, 2017",Q33124006,2212.03,44614.78,46826.81,1951.12,649,293,6783
"July 31, 2017",Q33124007,2739.65,43281.46,46021.11,1917.55,9759,258,10017
2017-01-08,,2841.32,42917.07,45758.39,1906.6,9935,177,10112
2017-02-08,,2920.25,43075.95,45996.2,1916.51,10519,190,10709
2017-03-08,,2838.65,42866.05,45704.7,1904.36,10228,199,10427
2017-04-08,,2621.18,43453.1,46074.28,1919.76,9207,210,9417
2017-05-08,,2036.4,44751.9,46788.3,1949.51,6235,223,6458
2017-06-08,,2008.6,45348.05,47356.65,1973.19,5801,297,6098
2017-07-08,,2455.17,44960.24,47415.41,1975.64,8553,193,8746
2017-08-08,,2584.17,44416.45,47000.62,1958.36,8844,262,9106
2017-09-08,,2580.27,44142.3,46722.57,1946.77,8764,216,898
2017-10-08,,2445.13,44388.0,46833.13,1951.38,844,197,8637
2017-11-08,,2318.08,44332.17,46650.25,1943.76,7573,272,7845
2017-12-08,,1848.85,45145.05,46993.9,1958.08,5341,333,5674
"August 13, 2017",Q37787878,1934.48,45242.9,47177.38,1965.72,4973,462,5435
"August 14, 2017",Q37787880,2063.95,45420.68,47484.63,1978.53,6536,316,6852
"August 15, 2017",Q36766877,1984.75,45580.13,47564.88,1981.87,5781,316,6097
"August 16, 2017",Q37787894,2319.17,44949.08,47268.25,1969.51,8001,292,8293
"August 17, 2017",Q37787896,2376.8,44249.63,46626.43,1942.77,8472,277,8749
"August 18, 2017",Q37787897,2281.12,44126.92,46408.04,1933.67,7692,222,7914
"August 19, 2017",Q37787900,1882.53,44477.48,46360.01,1931.67,5766,328,6094
"August 20, 2017",Q37787901,1920.87,45227.53,47148.4,1964.52,5657,337,5994
"August 21, 2017",Q37787903,947.27,28704.71,29651.98,1235.5,8469,241,871
"August 22, 2017",Q37785830,2503.12,45234.3,47737.42,1989.06,913,187,9317
"August 23, 2017",Q37787904,2633.83,44774.35,47408.18,1975.34,943,212,9642
"August 24, 2017",Q37787907,2734.3,44818.4,47552.7,1981.36,9699,219,9918
"August 25, 2017",Q37787908,2595.08,44935.23,47530.31,1980.43,9107,237,9344
"August 26, 2017",Q37787911,2356.72,45340.11,47696.83,1987.37,686,373,7233
"August 27, 2017",Q37787913,2076.68,39782.93,41859.61,1744.15,6348,349,6697
"August 28, 2017",Q37787915,1514.83,45767.88,47282.71,1970.11,5877,88,5965
"August 29, 2017",Q37787916,2825.33,44796.45,47621.78,1984.24,10215,235,1045
2017-08-30,,3050.13,44188.33,47238.46,1968.27,11224,161,11385
"August 31, 2017",Q37787920,3322.97,43823.63,47146.6,1964.44,12064,154,12218
2017-01-09,,3370.53,43070.13,46440.66,1935.03,12042,179,12221
2017-02-09,,2842.77,42984.1,45826.87,1909.45,8727,446,9173
2017-03-09,,3053.88,36999.28,40053.16,1668.88,8863,449,9312
2017-04-09,,3551.35,41261.47,44812.82,1867.2,12386,261,12647
2017-05-09,,3883.28,41797.27,45680.55,1903.36,13437,212,13649
2017-06-09,,3776.25,41255.11,45031.36,1876.31,14052,232,14284
2017-07-09,,3988.72,40293.78,44282.5,1845.1,14092,257,14349
2017-08-09,,3984.78,39968.45,43953.23,1831.38,13481,325,13806
2017-09-09,,3200.15,39885.06,43085.21,1795.22,9634,341,9975
2017-10-09,,3150.93,39639.95,42790.88,1782.95,8958,427,9385
2017-11-09,,3568.05,39795.82,43363.87,1806.83,12666,213,12879
2017-12-09,,3748.87,39776.3,43525.17,1813.55,13674,166,1384
"September 13, 2017",Q37785809,4115.82,39657.36,43773.18,1823.88,14269,224,14493
"September 14, 2017",Q37787950,3995.4,41263.75,45259.15,1885.8,14288,196,14484
"September 15, 2017",Q37787952,3748.78,42261.48,46010.26,1917.09,13109,200,13309
"September 16, 2017",Q37787955,3092.58,43628.25,46720.83,1946.7,9434,386,982
"September 17, 2017",Q37787956,3214.15,43271.55,46485.7,1936.9,9218,419,9637
"September 18, 2017",Q37787959,3322.68,42840.45,46163.13,1923.46,12353,156,12509
"September 19, 2017",Q37787961,3764.92,42524.78,46289.7,1928.74,13438,153,13591
"September 20, 2017",Q37787964,3882.05,42158.43,46040.48,1918.35,1413,198,14328
"September 21, 2017",Q37787965,3851.2,41461.27,45312.47,1888.02,14023,170,14193
"September 22, 2017",Q37787967,3837.45,41655.81,45493.26,1895.55,13325,305,1363
"September 23, 2017",Q37787969,3502.63,41142.26,44644.89,1860.2,10329,495,10824
"September 24, 2017",Q37787972,3314.55,41798.97,45113.52,1879.73,9904,499,10403
"September 25, 2017",Q37787974,3516.23,41721.56,45237.79,1884.91,12789,181,1297
"September 26, 2017",Q37787975,3791.05,41451.5,45242.55,1885.11,13612,209,13821
"September 27, 2017",Q37787977,3798.65,41733.38,45532.03,1897.17,13872,186,14058
"September 28, 2017",Q37787979,3973.77,41844.73,45818.5,1909.1,14228,212,1444
"September 29, 2017",Q37787981,4113.92,41191.66,45305.58,1887.73,14456,258,14714
"September 30, 2017",Q37787983,3657.2,40273.35,43930.55,1830.44,11151,474,11625
2017-01-10,,3644.75,37705.28,41350.03,1722.92,10292,590,10882
2017-02-10,,3585.78,36914.65,40500.43,1687.52,13105,204,13309
2017-03-10,,3909.83,36983.78,40893.61,1703.9,14255,241,14496
2017-04-10,,3939.13,37604.4,41543.53,1730.98,14475,156,14631
2017-05-10,,4230.28,38202.05,42432.33,1768.01,15045,263,15308
2017-06-10,,4134.07,38092.35,42226.42,1759.43,14564,239,14803
2017-07-10,,3695.55,38194.85,41890.4,1745.43,11344,416,1176
2017-08-10,,3600.02,37274.65,40874.67,1703.11,10601,497,11098
2017-09-10,,3742.72,37833.73,41576.45,1732.35,13187,251,13438
2017-10-10,,3711.08,39815.68,43526.76,1813.62,13659,140,13799
2017-11-10,,3801.92,40338.4,44140.32,1839.18,14068,158,14226
2017-12-10,,3322.3,40769.82,44092.12,1837.17,10099,396,10495
"October 13, 2017",Q37788009,3329.27,41255.88,44585.15,1857.71,11313,365,11678
"October 14, 2017",Q37788011,3080.0,41206.45,44286.45,1845.27,9223,587,981
"October 15, 2017",Q37788012,3129.75,40257.32,43387.07,1807.79,925,481,9731
"October 16, 2017",Q37788014,3478.02,40732.97,44210.99,1842.12,12838,208,13046
"October 17, 2017",Q37788017,2983.9,42769.03,45752.93,1906.37,11316,142,11458
"October 18, 2017",Q37788018,1615.08,44966.26,46581.34,1940.89,6339,38,6377
"October 19, 2017",Q37788020,3210.28,42757.95,45968.23,1915.34,12291,139,1243
"October 20, 2017",Q37788022,3705.17,42156.08,45861.25,1910.89,13327,149,13476
"October 21, 2017",Q37788025,3554.18,42259.91,45814.09,1908.92,10759,363,11122
"October 22, 2017",Q37788027,3451.77,41907.03,45358.8,1889.95,10423,459,10882
"October 23, 2017",Q37788030,3330.55,42623.5,45954.05,1914.75,12132,221,12353
"October 24, 2017",Q37788031,3578.18,43064.55,46642.73,1943.45,1329,149,13439
"October 25, 2017",Q37788035,3691.67,42695.17,46386.84,1932.79,13836,136,13972
"October 26, 2017",Q37788038,3872.12,42299.01,46171.13,1923.8,14274,186,1446
2017-10-27,,3886.23,42470.13,46356.36,1931.52,1411,269,14379
2017-10-28,,3567.6,43146.18,46713.78,1946.41,10861,563,11424
"October 29, 2017",Q37788047,3186.85,43952.5,47139.35,1885.57,8972,517,9489
"October 30, 2017",Q37788049,3425.35,43594.2,47019.55,1959.15,12392,269,12661
"October 31, 2017",Q37788053,3663.65,42772.55,46436.2,1934.84,13423,233,13656
2017-01-11,,3226.38,42111.93,45338.31,1889.1,10173,394,10567
2017-02-11,,3439.63,43046.81,46486.44,1936.94,12647,205,12852
2017-03-11,,3683.2,43180.63,46863.83,1952.66,12893,307,132
2017-04-11,,2570.85,44668.73,47239.58,1968.32,8413,362,8775
2017-05-11,,2677.33,43614.88,46292.21,1928.84,8461,395,8856
2017-06-11,,2861.82,43896.63,46758.45,1948.27,10804,94,10898
2017-07-11,,2974.55,43240.38,46214.93,1925.62,11833,96,11929
2017-08-11,,2992.0,43462.7,46454.7,1935.61,11621,59,1168
2017-09-11,,2140.45,44072.93,46213.38,1925.56,7292,138,743
2017-10-11,,2709.82,43450.13,46159.95,1923.33,10143,135,10278
2017-11-11,,2601.92,44243.98,46845.9,1951.91,8418,345,8763
2017-12-11,,2627.47,44014.06,46641.53,1943.4,7851,412,8263
"November 13, 2017",Q37788079,2592.35,44334.61,46926.96,1955.29,10354,120,10474
"November 14, 2017",Q37788081,2797.35,44177.08,46974.43,1957.27,11097,65,11162
"November 15, 2017",Q37788084,2903.9,44255.98,47159.88,1965.0,11291,63,11354
"November 16, 2017",Q37788086,3085.42,43954.82,47040.24,1960.01,11854,81,11935
"November 17, 2017",Q37788088,3262.87,43285.37,46548.24,1939.51,11847,176,12023
"November 18, 2017",Q37788089,2970.07,43185.51,46155.58,1923.15,9591,325,9916
"November 19, 2017",Q37788092,2765.8,43430.41,46196.21,1924.84,8223,411,8634
"November 20, 2017",Q37788094,2845.38,44241.18,47086.56,1961.94,10885,149,11034
"November 21, 2017",Q37788096,3077.32,42809.95,45887.27,1911.97,11648,86,11734
"November 22, 2017",Q37788098,3062.27,43075.01,46137.28,1922.39,11784,89,11873
"November 23, 2017",Q37788100,3114.15,43785.75,46899.9,1954.16,1216,75,12235
"November 24, 2017",Q37788103,3363.97,42916.02,46279.99,1928.33,12325,120,12445
"November 25, 2017",Q37788105,2892.03,42345.58,45237.61,1884.9,9162,313,9475
2017-11-26,,2369.98,42997.66,45367.64,1890.32,7474,265,7739
"November 27, 2017",Q37788111,2422.4,43163.3,45585.7,1899.4,9687,51,9738
"November 28, 2017",Q37788112,1709.35,44590.02,46299.37,1929.14,6813,23,6836
"November 29, 2017",Q37788114,2641.3,43841.46,46482.76,1936.78,10586,36,10622
"November 30, 2017",Q37788116,2664.42,43842.11,46506.53,1937.77,10237,77,10314
2017-01-12,,2480.47,43603.82,46084.29,1920.18,963,37,9667
2017-02-12,,1936.03,43909.7,45845.73,1910.24,668,135,6815
2017-03-12,,1957.48,43710.45,45667.93,1902.83,6061,170,6231
2017-04-12,,2231.75,43657.06,45888.81,1912.03,8734,50,8784
2017-05-12,,2414.62,43571.33,45985.95,1916.08,9279,57,9336
2017-06-12,,1939.67,44234.67,46174.34,1923.93,5988,154,6142
2017-07-12,,2049.05,45233.26,47282.31,1970.1,706,182,7242
2017-08-12,,1673.18,45302.66,46975.84,1957.33,5116,205,5321
2017-09-12,,1896.8,45220.08,47116.88,1963.2,5857,287,6144
2017-10-12,,1438.23,46391.01,47829.24,1992.89,4537,185,4722
2017-11-12,,1894.35,46063.61,47957.96,1998.25,7576,23,7599
2017-12-12,,2429.45,44832.81,47262.26,1969.26,928,35,9315
"December 13, 2017",Q37788136,2371.47,44375.73,46747.2,1947.8,942,19,9439
"December 14, 2017",Q37788137,2586.1,44195.7,46781.8,1949.24,9825,62,9887
"December 15, 2017",Q37788140,2845.23,44170.32,47015.55,1958.98,10289,82,10371
"December 16, 2017",Q37788141,2480.08,43860.11,46340.19,1930.84,8165,131,8296
"December 17, 2017",Q37788142,2079.02,44044.53,46123.55,1921.81,6942,151,7093
"December 18, 2017",Q37788143,2394.95,43062.7,45457.65,1894.07,914,50,919
"December 19, 2017",Q37788145,2700.78,42518.33,45219.11,1884.13,10232,55,10287
"December 20, 2017",Q37788146,2739.38,42394.3,45133.68,1880.57,10391,33,10424
"December 21, 2017",Q37788147,2761.13,42908.58,45669.71,1902.9,10372,94,10466
"December 22, 2017",Q37788148,2774.37,43072.85,45847.22,1910.3,9901,164,10065
"December 23, 2017",Q37788150,1962.1,43429.6,45391.7,1891.32,6604,188,6792
"December 24, 2017",Q37788151,1283.62,42784.61,44068.23,1836.18,4198,181,4379
"December 25, 2017",Q37788152,762.48,42496.43,43258.91,1802.45,2347,58,2405
"December 26, 2017",Q37788154,1346.23,42747.23,44093.46,1837.23,5003,69,5072
"December 27, 2017",Q37788156,1694.93,44156.1,45851.03,1910.46,6049,161,621
"December 28, 2017",Q37788157,1948.17,44415.47,46363.64,1931.82,6951,195,7146
"December 29, 2017",Q37788158,2111.72,42246.3,44358.02,1848.25,7423,249,7672
"December 30, 2017",Q37788159,1959.4,41196.51,43155.91,1798.16,5891,323,6214
"December 31, 2017",Q37788160,1256.4,41039.68,42296.08,1762.34,3889,245,4134
2018-01-01,,1396.55,40049.96,41446.51,1726.94,3454,315,3769
2018-02-01,,1926.12,40730.13,42656.25,1777.34,6414,235,6649
2018-03-01,,2221.15,43628.25,45849.4,1910.39,769,200,789
2018-04-01,,2322.3,43458.05,45780.35,1907.51,8282,183,8465
2018-05-01,,1655.23,45654.88,47310.11,1971.25,5872,75,5947
2018-06-01,,513.38,45419.95,45933.33,1913.89,1379,14,1393
2018-07-01,,791.93,47033.51,47825.44,1992.73,2414,7,2421
2018-08-01,,1983.18,46055.93,48039.11,2001.63,7802,41,7843
2018-09-01,,1456.17,46251.25,47707.42,1987.81,5915,9,5924
2018-10-01,,1767.02,45674.06,47441.08,1976.71,7045,11,7056
2018-11-01,,2221.85,44974.15,47196.0,1966.5,8765,39,8804
2018-12-01,,2404.5,45267.13,47671.63,1986.32,9262,41,9303
"January 13, 2018",Q45919575,1318.37,45610.35,46928.72,1955.36,4311,31,4342
"January 14, 2018",Q45919584,1689.98,45229.91,46919.89,1955.0,5375,82,5457
"January 15, 2018",Q45919591,2024.32,45288.21,47312.53,1971.36,813,49,8179
"January 16, 2018",Q45919598,2360.58,45003.77,47364.35,1973.51,9315,61,9376
"January 17, 2018",Q45919602,2382.7,45427.3,47810.0,1992.08,9698,42,974
"January 18, 2018",Q45919607,2552.28,44879.71,47431.99,1976.33,10004,101,10105
"January 19, 2018",Q45919615,2708.27,44650.12,47358.39,1973.27,10226,117,10343
"January 20, 2018",Q45919621,2337.15,46041.33,48378.48,2015.77,7471,245,7716
"January 21, 2018",Q45919629,2450.18,45516.55,47966.73,1998.61,746,242,7702
"January 22, 2018",Q45919634,2453.23,45531.4,47984.63,1999.36,9511,63,9574
"January 23, 2018",Q45919640,2627.85,45036.37,47664.22,1986.01,10212,88,103
"January 24, 2018",Q45919649,2683.48,44692.78,47376.26,1974.01,10689,46,10735
"January 25, 2018",Q45919653,1728.42,46008.98,47737.4,1989.06,679,17,6807
"January 26, 2018",Q45919660,2425.47,45468.77,47894.24,1995.59,9192,67,9259
"January 27, 2018",Q45919678,2060.65,45591.41,47652.06,1985.5,6681,175,6856
"January 28, 2018",Q45919685,1922.65,46124.28,48046.93,2001.96,6069,195,6264
"January 29, 2018",Q45919691,2264.13,45143.7,47407.83,1975.33,9164,76,924
"January 30, 2018",Q45919700,2480.75,45099.81,47580.56,1982.52,9785,65,985
"January 31, 2018",Q45919707,2594.9,45206.21,47801.11,1991.71,1019,89,10279
2018-01-02,,2237.35,45550.7,47788.05,1991.17,907,62,9132
2018-02-02,,2213.75,45872.15,48085.9,2003.58,8789,47,8836
2018-03-02,,1980.22,46571.91,48552.13,2023.01,6586,177,6763
2018-04-02,,712.88,48128.5,48841.38,2035.06,2152,23,2175
2018-05-02,,745.8,48096.66,48842.46,2035.1,2895,7,2902
2018-06-02,,1968.95,46261.0,48229.95,2009.58,7745,40,7785
2018-07-02,,2000.45,45192.95,47193.4,1966.39,8023,30,8053
2018-08-02,,2070.27,45332.98,47403.25,1975.14,8278,49,8327
2018-09-02,,2184.13,45198.8,47382.93,1974.29,8485,70,8555
2018-10-02,,1875.22,45233.61,47108.83,1962.87,622,216,6436
2018-11-02,,2056.07,45516.17,47572.24,1982.18,6115,217,6332
2018-12-02,,2116.0,46441.93,48557.93,2023.25,8168,83,8251
"February 13, 2018",Q45919785,2162.98,46049.8,48212.78,2008.87,8476,62,8538
"February 14, 2018",Q45919794,2339.77,45396.01,47735.78,1988.99,932,70,939
"February 15, 2018",Q45919802,2380.38,45417.12,47797.5,1991.56,9205,123,9328
"February 16, 2018",Q45919812,2615.87,44518.25,47134.12,1963.92,9515,162,9677
"February 17, 2018",Q45919816,2279.13,45641.9,47921.03,1996.71,7232,284,7516
"February 18, 2018",Q45919820,2346.12,46002.16,48348.28,2014.51,6686,339,7025
"February 19, 2018",Q45919826,2300.07,45907.87,48207.94,2008.66,9048,66,9114
"February 20, 2018",Q45919835,2517.13,45175.68,47692.81,1987.2,9924,79,10003
"February 21, 2018",Q45919842,2297.08,44972.28,47269.36,1969.56,9326,92,9418
"February 22, 2018",Q45919847,2291.25,45535.18,47826.43,1992.77,937,50,942
"February 23, 2018",Q45919854,2492.17,44982.28,47474.45,1978.1,9452,115,9567
"February 24, 2018",Q45919858,2174.33,45923.37,48097.7,2004.07,694,273,7213
"February 25, 2018",Q45919863,2300.35,45986.78,48287.13,2011.96,6608,294,6902
"February 26, 2018",Q45919868,2313.75,45919.91,48233.66,2009.74,9235,87,9322
"February 27, 2018",Q45919875,1167.32,46869.68,48037.0,2001.54,4627,13,464
2018-02-28,,955.9,47130.31,48086.21,2003.59,3615,13,3628
2018-01-03,,890.08,47075.16,47965.24,1998.55,3254,5,3259
2018-02-03,,1037.3,47096.41,48133.71,2005.57,3615,8,3623
2018-03-03,,1410.48,46532.23,47942.71,1997.61,458,106,4686
2018-04-03,,1735.23,45871.36,47606.59,1983.61,528,134,5414
2018-05-03,,1518.33,46120.81,47639.14,1984.96,6159,42,6201
2018-06-03,,1927.4,46084.67,48012.07,2000.5,7641,47,7688
2018-07-03,,2510.18,44977.67,47487.85,1978.66,9573,70,9643
2018-08-03,,2552.3,43857.53,46409.83,1933.74,952,63,9583
2018-09-03,,1373.3,45538.83,46912.13,1954.67,4818,12,483
2018-10-03,,1211.97,45882.93,47094.9,1962.29,3858,76,3934
2018-11-03,,1414.5,45495.45,46909.95,1954.58,4509,60,4569
2018-12-03,,2157.53,45067.8,47225.33,1967.72,8478,92,857
"March 13, 2018",Q45919953,2336.18,45497.12,47833.3,1993.05,9267,75,9342
"March 14, 2018",Q45919959,849.33,46843.68,47693.01,1987.21,3219,27,3246
"March 15, 2018",Q45919964,2338.85,44966.82,47305.67,1971.07,8998,77,9075
"March 16, 2018",Q45919972,2159.92,44231.08,46391.0,1932.96,7844,139,7983
"March 17, 2018",Q45919980,1554.92,44594.21,46149.13,1922.88,5016,162,5178
"March 18, 2018",Q45919984,2114.58,44269.82,46384.4,1932.68,6187,235,6422
"March 19, 2018",Q45919991,1448.35,44471.78,45920.13,1913.34,5829,35,5864
"March 20, 2018",Q45919995,1960.45,43205.21,45165.66,1881.9,803,48,8078
"March 21, 2018",Q45920000,2162.88,42830.03,44992.91,1874.7,8763,50,8813
"March 22, 2018",Q45920006,2439.98,43108.46,45548.44,1897.85,9451,79,953
"March 23, 2018",Q45920013,1850.97,43940.7,45791.67,1907.99,7071,54,7125
"March 24, 2018",Q45920021,1421.9,45136.43,46558.33,1939.93,4894,131,5025
"March 25, 2018",Q45920026,1683.15,45073.73,46756.88,2032.91,5075,204,5279
"March 26, 2018",Q45920034,2054.88,45008.63,47063.51,1960.98,7357,181,7538
"March 27, 2018",Q45920043,2265.22,44933.47,47198.69,1966.61,7985,202,8187
"March 28, 2018",Q45920050,2130.62,45202.7,47333.32,1972.22,7263,214,7477
"March 29, 2018",Q45920057,1464.25,45931.91,47396.16,1974.84,4036,220,4256
"March 30, 2018",Q45920063,1061.7,46040.11,47101.81,1962.58,2976,268,3244
"March 31, 2018",Q45920068,1237.37,45437.26,46674.63,1944.78,3664,285,3949
2018-01-04,,1928.18,45423.58,47351.76,1972.99,4772,510,5282
2018-02-04,,2463.53,45176.46,47639.99,1985.0,8853,301,9154
2018-03-04,,2282.13,44802.78,47084.91,1961.87,9293,98,9391
2018-04-04,,2487.47,44664.51,47151.98,1964.67,9794,96,989
2018-05-04,,2824.8,44032.01,46856.81,1952.37,10976,138,11114
2018-06-04,,2177.75,44892.33,47070.08,1961.25,8253,156,8409
2018-07-04,,1546.63,45284.48,46831.11,1951.3,5237,81,5318
2018-08-04,,2408.17,43698.98,46107.15,1921.13,7248,294,7542
2018-09-04,,1688.57,44812.26,46500.83,1937.53,6908,28,6936
2018-10-04,,800.5,46827.66,47628.16,1984.51,3063,6,3069
2018-11-04,,2083.88,45300.2,47384.08,1974.34,8612,67,8679
2018-12-04,,1809.1,45801.85,47610.95,1983.79,7075,53,7128
"April 13, 2018",Q45920166,2308.57,45456.41,47764.98,1990.21,8595,80,8675
"April 14, 2018",Q45920172,2535.07,45057.15,47592.22,1983.01,7668,330,7998
"April 15, 2018",Q45920178,2421.87,45273.23,47695.1,1987.3,7296,300,7596
"April 16, 2018",Q45920185,2612.15,44632.73,47244.88,1968.54,9844,116,996
"April 17, 2018",Q45920191,3144.88,43891.6,47036.48,1959.85,11402,168,1157
"April 18, 2018",Q45920196,3397.4,43109.5,46506.9,1937.79,12504,191,12695
"April 19, 2018",Q45920204,3417.7,42484.03,45901.73,1912.57,12561,139,127
"April 20, 2018",Q45920210,3417.33,43664.75,47082.08,1961.75,1215,177,12327
"April 21, 2018",Q45920216,2903.37,44654.35,47557.72,1981.57,8705,419,9124
