fecha,wikidata_fecha,totalUsoAlDia,horasTotalesDeUso,horasTtotalesDeServicio,horasTotalesDeDisponibilidad,bicicletasMediasDisponibilidad,usoPorAbandonadosOcasionales,usoPorAbandonadosAnuales
"October 8, 2015",Q21075028,3991.13,19894.18,23885.31,995.22,7986,189,8175
"November 8, 2015",Q21411073,4364.4,19817.3,24181.7,1007.57,875,191,8941
"December 8, 2015",Q21686557,4633.72,19725.32,24359.04,1014.96,9132,251,9383
"August 13, 2015",Q20817516,4498.85,19530.97,24029.82,1001.24,8974,236,921
"August 14, 2015",Q22116820,4309.22,22770.43,27079.65,1128.32,8165,231,8396
"August 15, 2015",Q22116821,4156.77,21431.75,25588.52,1066.19,70,297,7297
"August 16, 2015",Q22116822,3921.48,19269.1,23190.58,966.27,677,336,7106
"August 17, 2015",Q20827650,4139.1,18910.27,23049.37,960.39,8362,200,8562
"August 18, 2015",Q20828481,4130.08,19764.92,23895.0,995.63,8796,269,9065
"August 19, 2015",Q22116826,4298.8,20216.48,24515.28,1021.47,891,227,9137
"August 20, 2015",Q22266587,4429.1,20311.57,24740.67,1030.86,9408,294,9702
"August 21, 2015",Q22266589,4288.75,21897.31,26186.06,1091.09,8737,306,9043
"August 22, 2015",Q22266590,4247.52,21262.88,25510.4,1062.93,7668,475,8143
"August 23, 2015",Q22266593,4500.27,18054.25,22554.52,939.77,7911,469,838
"August 24, 2015",Q22266594,4089.2,19661.07,23750.27,989.59,8635,223,8858
"August 25, 2015",Q20871339,4406.8,19250.9,23657.7,985.74,9397,212,9609
"August 26, 2015",Q20872256,4727.38,18599.57,23326.95,971.96,10135,197,10332
"August 27, 2015",Q22266598,4786.27,18617.77,23404.04,975.17,10421,189,1061
"August 28, 2015",Q20886185,4808.35,19826.72,24635.07,1026.46,10309,245,10554
"August 29, 2015",Q20888740,4902.48,18933.37,23835.85,993.16,9433,400,9833
"August 30, 2015",Q22266575,4264.58,16590.13,20854.71,868.95,8022,312,8334
"August 31, 2015",Q22266577,4193.65,17616.37,21810.02,908.75,9601,142,9743
"January 9, 2015",,4862.37,15893.35,20755.72,864.82,11238,162,114
"February 9, 2015",,5299.17,15529.33,20828.5,867.85,11942,158,121
"March 9, 2015",,5577.73,15865.73,21443.46,893.48,12919,171,1309
"April 9, 2015",,5399.38,17933.35,23332.73,972.2,12253,177,1243
"May 9, 2015",,5619.78,16950.61,22570.39,940.43,10598,454,11052
"June 9, 2015",,6045.88,14331.35,20377.23,849.05,10629,561,1119
"July 9, 2015",,5006.28,16303.12,21309.4,887.89,10586,226,10812
"August 9, 2015",,5602.02,16734.39,22336.41,930.68,12325,194,12519
"September 9, 2015",,5851.15,17181.96,23033.11,959.71,12863,184,13047
"October 9, 2015",,5911.82,18342.1,24253.92,1010.58,13747,164,13911
"November 9, 2015",,6347.5,20914.7,27262.2,1135.93,13558,254,13812
"December 9, 2015",,5990.42,18784.65,24775.07,1032.29,11419,513,11932
"September 13, 2015",Q20968596,5927.62,15314.63,21242.25,885.09,10394,549,10943
"September 14, 2015",Q21034803,5101.38,22461.62,27563.0,1148.46,11076,206,11282
"September 15, 2015",Q21034802,4420.27,22451.68,26871.95,1119.66,10079,106,10185
"September 16, 2015",Q21034801,3437.28,22886.11,26323.39,1096.81,7669,64,7733
"September 17, 2015",Q21034800,5186.62,25263.18,30449.8,1268.74,11883,127,1201
"September 18, 2015",,6024.15,29454.9,35479.05,1478.29,13478,199,13677
"September 19, 2015",Q21034798,6158.48,27091.52,33250.0,1385.42,12287,328,12615
"September 20, 2015",Q21034782,6386.03,22464.77,28850.8,1202.12,11685,745,1243
"September 21, 2015",Q21034779,5225.35,26901.23,32126.58,1338.61,12068,230,12298
"September 22, 2015",Q21000243,5904.35,27842.22,33746.57,1406.11,13662,130,13792
"September 23, 2015",Q21034777,5701.05,28433.28,34134.33,1422.26,13555,198,13753
"September 24, 2015",Q21034776,6056.5,29494.8,35551.3,1481.3,14077,183,1426
"September 25, 2015",Q21011127,6405.98,31718.06,38124.04,1588.5,14976,332,15308
"September 26, 2015",Q21034774,6680.65,28258.18,34938.83,1455.78,13485,594,14079
"September 27, 2015",Q21034773,6528.42,23754.89,30283.31,1261.8,12377,723,131
"September 28, 2015",Q21034770,5237.5,25403.84,30641.34,1276.72,1188,239,12119
"September 29, 2015",Q21034769,5341.68,33301.37,38643.05,1610.13,12505,130,12635
"September 30, 2015",Q21034767,5716.17,34253.27,39969.44,1665.39,1349,137,13627
"January 10, 2015",,5935.95,34877.47,40813.42,1700.56,13882,198,1408
"February 10, 2015",,6523.03,35153.0,41676.03,1736.5,15009,250,15259
"March 10, 2015",,6574.25,33479.02,40053.27,1668.89,13645,538,14183
"April 10, 2015",,5839.33,32420.32,38259.65,1594.15,11192,595,11787
"May 10, 2015",,4313.95,34913.58,39227.53,1634.48,981,165,9975
"June 10, 2015",,5127.22,34072.05,39199.27,1633.3,12174,144,12318
"July 10, 2015",,5479.93,35222.43,40702.36,1695.93,12292,143,12435
"August 10, 2015",,5821.52,35344.42,41165.94,1715.25,13045,150,13195
2015-09-10,,6224.43,34555.3,40779.73,1699.16,13525,241,13766
2015-10-10,,5830.25,33057.85,38888.1,1620.34,11026,576,11602
2015-11-10,,4809.15,33199.3,38008.45,1583.69,90,469,9469
2015-12-10,,5523.72,33300.05,38823.77,1617.66,10093,533,10626
"October 13, 2015",Q21095768,3823.9,36037.46,39861.36,1660.89,8567,104,8671
"October 14, 2015",Q21099386,5203.8,27033.34,32237.14,1343.21,11475,163,11638
"October 15, 2015",Q21120038,5442.45,36070.35,41512.8,1729.7,12349,142,12491
"October 16, 2015",Q21120045,5997.42,35364.96,41362.38,1723.43,13346,185,13531
"October 17, 2015",Q21128613,5026.05,34026.01,39052.06,1627.17,9709,321,1003
"October 18, 2015",Q21146799,3372.28,35124.73,38497.01,1604.04,6005,232,6237
"October 19, 2015",Q21146822,3779.25,36025.45,39804.7,1658.53,8612,175,8787
"October 20, 2015",Q21158935,4872.8,35506.48,40379.28,1682.47,1112,190,1131
"October 21, 2015",Q21158936,4778.0,37004.71,41782.71,1740.95,11229,165,11394
"October 22, 2015",Q21175519,5359.33,36932.97,42292.3,1762.18,11845,171,12016
"October 23, 2015",Q21175520,5601.73,35635.76,41237.49,1718.23,12461,226,12687
"October 24, 2015",Q21183653,5966.83,33903.4,39870.23,1661.26,12004,484,12488
"October 25, 2015",Q21192304,6099.83,32751.48,38851.31,1618.8,11347,495,11842
"October 26, 2015",Q21200450,3655.78,36211.95,39867.73,1661.16,8135,102,8237
"October 27, 2015",Q21257484,3995.98,36825.25,40821.23,1700.88,8764,87,8851
"October 28, 2015",Q21257565,4240.03,37008.0,41248.03,1718.67,9598,77,9675
"October 29, 2015",Q21283099,4664.17,26469.98,31134.15,1297.26,11033,128,11161
"October 30, 2015",Q21283103,5932.73,34569.87,40502.6,1687.61,12678,219,12897
"October 31, 2015",Q21283106,5667.88,33332.77,39000.65,1625.03,11295,395,1169
2015-01-11,,4996.97,31836.6,36833.57,1534.73,9313,471,9784
2015-02-11,,2352.3,36163.42,38515.72,1604.82,4764,69,4833
2015-03-11,,3696.7,36626.93,40323.63,1680.15,8017,98,8115
2015-04-11,,4061.43,36283.5,40344.93,1681.04,8993,72,9065
2015-05-11,,4599.72,35749.73,40349.45,1681.23,10403,80,10483
2015-06-11,,5059.2,35850.4,40909.6,1704.57,11091,161,11252
2015-07-11,,5707.15,34329.05,40036.2,1668.18,10243,577,1082
2015-08-11,,5206.53,34312.8,39519.33,1646.64,9359,433,9792
2015-09-11,,5157.3,34949.3,40106.6,1671.11,8494,492,8986
2015-10-11,,4606.07,36991.13,41597.2,1733.22,10056,172,10228
2015-11-11,,5052.3,38017.12,43069.42,1794.56,10706,137,10843
2015-12-11,,4939.87,38892.38,43832.25,1826.34,11054,137,11191
"November 13, 2015",Q21472036,5787.68,38345.55,44133.23,1838.88,12787,260,13047
"November 14, 2015",Q21480945,5779.75,36420.15,42199.9,1758.33,11376,393,11769
"November 15, 2015",Q21489887,5710.35,36154.05,41864.4,1744.35,10213,459,10672
"November 16, 2015",Q21489888,4412.5,39147.01,43559.51,1814.98,9545,110,9655
"November 17, 2015",Q21500088,4781.6,38631.42,43413.02,1808.88,10372,64,10436
"November 18, 2015",Q21523226,4845.47,39322.68,44168.15,1840.34,10986,73,11059
"November 19, 2015",Q21523233,5178.37,39038.33,44216.7,1842.36,1128,71,11351
"November 20, 2015",Q21523238,5681.32,38715.63,44396.95,1849.87,12149,168,12317
"November 21, 2015",Q21523246,4865.95,38894.38,43760.33,1823.35,9836,311,10147
"November 22, 2015",Q21575035,4071.48,40685.48,44756.96,1864.87,7103,206,7309
"November 23, 2015",Q21575037,3803.92,42084.7,45888.62,1912.03,7836,62,7898
"November 24, 2015",Q21575038,3943.42,42711.44,46654.86,1943.95,8593,69,8662
"November 25, 2015",Q21575039,1145.33,42576.47,43721.8,1821.74,973,63,9793
"November 26, 2015",Q21575040,4731.08,42792.08,47523.16,1980.13,10408,97,10505
"November 27, 2015",Q21575041,5314.52,41915.45,47229.97,1967.92,11242,131,11373
"November 28, 2015",Q21575042,5293.58,40933.23,46226.81,1926.12,10296,379,10675
"November 29, 2015",Q21593138,4831.22,40349.04,45180.26,1882.51,8557,304,8861
"November 30, 2015",Q21593139,4050.65,42516.97,46567.62,1940.32,8398,70,8468
2015-01-12,,4339.1,43397.2,47736.3,1989.01,9038,58,9096
2015-02-12,,4357.02,43370.78,47727.8,1988.66,934,64,9404
2015-03-12,,4712.12,43595.65,48307.77,2012.82,10303,44,10347
2015-04-12,,4906.65,42316.53,47223.18,1967.63,10806,105,10911
2015-05-12,,5252.8,40663.3,45916.1,1913.17,933,429,9759
2015-06-12,,4746.47,40220.95,44967.42,1873.64,8348,503,8851
2015-07-12,,4124.27,41515.08,45639.35,1901.64,786,250,811
2015-08-12,,4118.78,41180.95,45299.73,1887.49,7519,345,7864
2015-09-12,,4126.68,42391.42,46518.1,1938.25,9109,82,9191
2015-10-12,,4343.47,43811.63,48155.1,2006.46,984,50,989
2015-11-12,,5036.63,43789.97,48826.6,2034.44,11144,127,11271
2015-12-12,,4563.3,42355.23,46918.53,1954.94,9687,218,9905
"December 13, 2015",Q22266507,4266.52,41308.45,45574.97,1898.96,8505,200,8705
"December 14, 2015",Q22266509,3478.25,43926.27,47404.52,1975.19,7827,77,7904
"December 15, 2015",Q22266510,3888.93,44130.29,48019.22,2000.8,9476,82,9558
"December 16, 2015",Q22266512,3419.18,43598.37,47017.55,1959.06,9902,67,9969
"December 17, 2015",Q22266513,4254.32,44131.2,48385.52,2016.06,10377,142,10519
"December 18, 2015",Q22266514,4602.87,43126.65,47729.52,1988.73,10936,109,11045
"December 19, 2015",Q22266516,4733.43,42068.0,46801.43,1950.06,1006,280,1034
"December 20, 2015",Q22266518,3894.7,42720.48,46615.18,1942.3,8358,177,8535
"December 21, 2015",Q22266519,3625.5,44007.2,47632.7,1984.7,867,152,8822
"December 22, 2015",Q22266521,4056.87,42739.65,46796.52,1949.86,9345,187,9532
"December 23, 2015",Q22266522,3762.9,42516.08,46278.98,1928.29,8595,190,8785
"December 24, 2015",Q22266523,2407.17,44013.58,46420.75,1934.2,4942,128,507
"December 25, 2015",Q22266524,2148.75,44759.65,46908.4,1954.52,3229,317,3546
"December 26, 2015",Q22266525,2666.3,44473.03,47139.33,1964.14,4831,305,5136
"December 27, 2015",Q22266526,2917.72,44205.6,47123.32,1963.47,5268,319,5587
"December 28, 2015",Q22266527,2336.37,46912.3,49248.67,2052.03,4701,168,4869
"December 29, 2015",Q22266530,2985.2,45917.73,48902.93,2037.62,6205,193,6398
"December 30, 2015",Q22266531,3139.7,46067.73,49207.43,2050.31,6758,219,6977
"December 31, 2015",Q22266533,2356.5,48382.05,50738.55,2114.11,4696,255,4951
2016-01-01,,2075.67,46371.02,48446.69,2018.61,3369,289,3658
2016-02-01,,2627.3,45289.78,47917.08,1996.55,4739,298,5037
2016-03-01,,2174.65,45031.35,47206.0,1966.92,3919,153,4072
2016-04-01,,1852.4,45304.4,47156.8,1964.87,4219,95,4314
2016-05-01,,3095.53,46245.07,49340.6,2055.86,6712,144,6856
2016-06-01,,1922.03,46866.68,48788.71,2032.86,3574,79,3653
2016-07-01,,2683.82,46784.78,49468.6,2061.19,6643,84,6727
2016-08-01,,2792.17,46615.65,49407.82,2058.66,6621,89,671
2016-09-01,,2822.3,46712.0,49534.3,2063.93,6132,126,6258
2016-10-01,,1611.23,47258.02,48869.25,2036.22,3233,40,3273
2016-11-01,,2290.87,47777.98,50068.85,2086.2,591,40,595
2016-12-01,,3237.1,47498.68,50735.78,2113.99,771,52,7762
"January 13, 2016",Q22266553,3079.4,48160.17,51239.57,2134.98,8069,58,8127
"January 14, 2016",Q22266554,2205.77,49097.73,51303.5,2137.65,5378,23,5401
"January 15, 2016",Q22266555,3137.6,48223.05,51360.65,2140.03,8043,41,8084
"January 16, 2016",Q22266556,3105.53,47187.06,50292.59,2095.52,7218,224,7442
"January 17, 2016",Q22266557,2549.33,46346.41,48895.74,2037.32,5755,161,5916
"January 18, 2016",Q22266558,2762.95,47416.1,50179.05,2090.79,7002,51,7053
"January 19, 2016",Q22266559,2914.52,46339.61,49254.13,2052.26,7669,44,7713
"January 20, 2016",Q22266560,2945.15,46691.97,49637.12,2068.21,7881,47,7928
"January 21, 2016",Q22266561,3000.23,46397.95,49398.18,2058.26,796,42,8002
"January 22, 2016",Q22266562,2913.7,45758.3,48672.0,2028.0,7674,54,7728
"January 23, 2016",Q22266563,3716.35,44486.98,48203.33,2008.47,8214,327,8541
"January 24, 2016",Q22266565,4034.03,42738.33,46772.36,1948.85,8189,401,859
"January 25, 2016",Q22266568,3072.85,45449.79,48522.64,2021.78,8115,100,8215
"January 26, 2016",Q22642455,3263.32,45551.15,48814.47,2033.94,8852,103,8955
"January 27, 2016",Q22642487,2964.75,46114.55,49079.3,2044.97,8284,65,8349
"January 28, 2016",Q22642520,2319.42,47058.48,49377.9,2057.41,6189,31,622
"January 29, 2016",Q22642552,2893.37,47374.63,50268.0,2094.5,7609,52,7661
"January 30, 2016",Q22642581,3358.77,47239.01,50597.78,2108.24,7832,233,8065
"January 31, 2016",Q22642610,3486.47,44697.17,48183.64,2007.65,7424,402,7826
2016-01-02,,3166.52,46143.3,49309.82,2054.58,8451,139,859
2016-02-02,,3205.12,47342.48,50547.6,2106.15,8741,115,8856
2016-03-02,,3345.92,47361.73,50707.65,2112.82,9214,68,9282
2016-04-02,,3308.62,48712.85,52021.47,2167.56,8992,53,9045
2016-05-02,,3552.05,48394.0,51946.05,2164.42,9145,95,924
2016-06-02,,2921.25,48129.0,51050.25,2127.09,6781,202,6983
2016-07-02,,2437.65,45749.93,48187.58,2007.82,5337,209,5546
2016-08-02,,2713.5,47257.23,49970.73,2082.11,7387,73,746
2016-09-02,,2599.63,47896.55,50496.18,2104.01,7429,63,7492
2016-10-02,,3005.9,48512.51,51518.41,2146.6,8634,38,8672
2016-11-02,,2619.58,48969.13,51588.71,2149.53,7491,24,7515
2016-12-02,,2113.32,51122.93,53236.25,2218.18,5129,30,5159
"February 13, 2016",Q22695921,2228.82,51033.28,53262.1,2219.25,518,133,5313
"February 14, 2016",Q22893879,1822.3,47224.76,49047.06,2043.63,4131,88,4219
"February 15, 2016",Q22893880,2437.52,49442.32,51879.84,2161.66,674,49,6789
"February 16, 2016",Q22893881,2591.83,49783.65,52375.48,2182.31,7308,46,7354
"February 17, 2016",Q22893882,2807.87,51766.41,54574.28,2273.93,7468,39,7507
"February 18, 2016",Q22893883,2389.78,54270.08,56659.86,2360.83,6715,24,6739
"February 19, 2016",Q22893884,3249.15,50861.98,54111.13,2254.63,8267,120,8387
"February 20, 2016",Q22893885,3350.82,48759.0,52109.82,2171.24,7317,325,7642
"February 21, 2016",Q22946340,3122.87,44108.52,47231.39,1967.97,6678,298,6976
"February 22, 2016",Q22914752,2912.58,46801.85,49714.43,2071.43,7883,98,7981
"February 23, 2016",Q22946342,3397.23,48653.52,52050.75,2168.78,8821,108,8929
"February 24, 2016",Q22946343,2576.3,49665.85,52242.15,2176.76,6959,34,6993
"February 25, 2016",Q22946345,3063.6,49345.03,52408.63,2183.69,8496,89,8585
"February 26, 2016",Q22997073,1704.28,51353.21,53057.49,2210.73,4576,22,4598
"February 27, 2016",Q22997074,2218.9,50332.83,52551.73,2189.66,5636,147,5783
"February 28, 2016",Q22997077,2082.9,48908.31,50991.21,2124.63,5276,122,5398
"February 29, 2016",Q22997078,2758.92,47932.35,50691.27,2112.14,7716,132,7848
2016-01-03,,3082.42,48359.08,51441.5,2143.4,8496,103,8599
2016-02-03,,3368.52,48186.83,51555.35,2148.14,9229,86,9315
2016-03-03,,3368.95,48730.82,52099.77,2170.82,9352,80,9432
2016-04-03,,3268.28,48783.95,52052.23,2168.84,8423,130,8553
2016-05-03,,2555.23,49520.21,52075.44,2169.81,6171,148,6319
2016-06-03,,2675.23,49037.38,51712.61,2154.69,5793,272,6065
2016-07-03,,2260.2,48514.61,50774.81,2115.62,6226,80,6306
2016-08-03,,2762.62,49402.28,52164.9,2173.54,8027,69,8096
2016-09-03,,2786.53,49204.16,51990.69,2166.28,8058,65,8123
2016-10-03,,2872.67,48672.98,51545.65,2147.74,8448,66,8514
2016-11-03,,3185.18,49309.75,52494.93,2187.29,8943,121,9064
2016-12-03,,3304.72,49982.98,53287.7,2220.32,7466,370,7836
"March 13, 2016",Q24713514,3265.28,48721.06,51986.34,2166.1,6989,387,7376
"March 14, 2016",Q24713533,2839.38,48481.0,51320.38,2138.35,7819,98,7917
"March 15, 2016",Q24713581,2996.77,49020.0,52016.77,2167.37,8757,63,882
"March 16, 2016",Q24713631,3245.57,48503.01,51748.58,2156.19,9367,81,9448
"March 17, 2016",Q24713678,3167.35,48593.18,51760.53,2156.69,964,124,9764
"March 18, 2016",Q24713723,2623.88,48814.6,51438.48,2143.27,7918,135,8053
"March 19, 2016",Q24713743,1717.58,50538.5,52256.08,2177.34,4456,104,456
"March 20, 2016",Q24713789,1908.58,49435.61,51344.19,2139.34,4704,226,493
"March 21, 2016",Q24713796,1442.63,48041.86,49484.49,2061.85,4085,108,4193
"March 22, 2016",Q23384876,2068.52,49898.21,51966.73,2165.28,6274,106,638
"March 23, 2016",Q24713828,2024.85,49351.08,51375.93,2140.66,6111,143,6254
"March 24, 2016",Q24713848,1911.35,49391.31,51302.66,2137.61,4115,330,4445
"March 25, 2016",Q24713864,1648.98,49792.23,51441.21,2143.38,3565,377,3942
"March 26, 2016",Q24713893,1803.72,49166.32,50970.04,2123.75,4063,437,45
"March 27, 2016",Q24713917,1954.95,47742.45,49697.4,2070.73,4484,394,4878
"March 28, 2016",Q24713926,2003.75,46959.6,48963.35,2040.14,6427,150,6577
"March 29, 2016",Q24713938,2502.5,47709.02,50211.52,2092.15,8496,139,8635
"March 30, 2016",Q24713959,3039.68,48038.18,51077.86,2128.24,9752,184,9936
"March 31, 2016",Q24713973,2538.75,48880.28,51419.03,2142.46,8675,95,877
2016-01-04,,2908.2,48646.2,51554.4,2148.1,9409,93,9502
2016-02-04,,3131.93,48245.7,51377.63,2140.73,8228,354,8582
2016-03-04,,1891.78,48060.31,49952.09,2081.34,5661,190,5851
2016-04-04,,759.88,48222.43,48982.31,2040.93,2164,8,2172
2016-05-04,,2618.15,48122.25,50740.4,2114.18,8928,123,9051
2016-06-04,,2988.48,47610.8,50599.28,2108.3,991,88,9998
2016-07-04,,3250.88,47652.97,50903.85,2120.99,10551,132,10683
2016-08-04,,3141.62,47263.5,50405.12,2100.21,9941,177,10118
2016-09-04,,3242.23,47998.16,51240.39,2135.02,8593,434,9027
2016-10-04,,1854.32,48803.4,50657.72,2110.74,5373,152,5525
2016-11-04,,1432.77,47788.56,49221.33,2050.89,4838,60,4898
2016-12-04,,1233.47,50173.13,51406.6,2141.94,4193,40,4233
"April 13, 2016",Q24714281,2586.12,48473.57,51059.69,2127.49,8921,90,9011
"April 14, 2016",Q24714297,3015.05,47735.35,50750.4,2114.6,9814,102,9916
"April 15, 2016",Q24714321,2921.75,47647.18,50568.93,2107.04,931,188,9498
"April 16, 2016",Q24714336,1361.1,49200.12,50561.22,2106.72,4033,61,4094
"April 17, 2016",Q24714353,3246.38,45820.41,49066.79,2044.45,7784,487,8271
"April 18, 2016",Q24714367,2985.52,45163.48,48149.0,2006.21,9486,247,9733
"April 19, 2016",Q24714399,1579.82,47242.0,48821.82,2034.24,5465,43,5508
"April 20, 2016",Q24714407,1668.45,47006.67,48675.12,2028.13,5336,30,5366
"April 21, 2016",Q24714425,2904.23,46184.3,49088.53,2045.36,9379,144,9523
"April 22, 2016",Q24714441,2817.93,46552.18,49370.11,2057.09,9275,169,9444
"April 23, 2016",Q24714459,2459.8,46140.23,48600.03,2025.0,7196,292,7488
"April 24, 2016",Q24714472,3377.62,42594.33,45971.95,1915.5,8467,553,902
"April 25, 2016",Q24714479,2990.43,45765.05,48755.48,2031.48,9371,157,9528
"April 26, 2016",Q24714506,3181.92,46713.18,49895.1,2078.96,10348,104,10452
"April 27, 2016",Q24714527,3074.38,46514.58,49588.96,2066.21,10338,128,10466
"April 28, 2016",Q24714548,3009.25,46483.77,49493.02,2062.21,9873,142,10015
"April 29, 2016",Q24714577,3026.72,45935.75,48962.47,2040.1,9532,221,9753
"April 30, 2016",Q24714589,2956.97,45355.68,48312.65,2013.03,6957,511,7468
2016-01-05,,2646.77,44579.71,47226.48,1967.77,5878,536,6414
2016-02-05,,3122.82,42571.81,45694.63,1903.94,6703,525,7228
2016-03-05,,3198.65,44776.11,47974.76,1998.95,10253,200,10453
2016-04-05,,3655.1,45006.93,48662.03,2027.58,11535,185,1172
2016-05-05,,3002.32,46184.05,49186.37,2049.43,9852,190,10042
2016-06-05,,2159.82,48847.76,51007.58,2125.32,7185,107,7292
2016-07-05,,2332.5,48652.16,50984.66,2124.36,6695,305,70
2016-08-05,,1043.43,49881.43,50924.86,2121.87,3054,48,3102
2016-09-05,,1527.22,48991.55,50518.77,2104.95,5317,34,5351
2016-10-05,,1657.62,48711.11,50368.73,2098.7,5697,40,5737
2016-11-05,,1999.48,47894.96,49894.44,2078.94,708,44,7124
2016-12-05,,2550.77,46895.48,49446.25,2060.26,8743,57,88
"May 13, 2016",Q24717557,2381.63,47123.68,49505.31,2062.72,8197,80,8277
14 May 2016,Q24714802,2693.62,46073.39,48767.01,2031.96,7334,382,7716
2016-05-15,,3077.72,44963.4,48041.12,2001.71,7474,523,7997
"May 16, 2016",Q24716483,3458.07,45357.09,48815.16,2033.97,8096,547,8643
17 May 2016,Q24714842,3245.88,45582.48,48828.36,2034.52,10527,267,10794
"May 18, 2016",Q24717566,3600.02,45695.48,49295.5,2053.98,11489,174,11663
"May 19, 2016",Q24717568,3622.98,45737.52,49360.5,2056.69,1179,136,11926
"May 20, 2016",Q24717569,3994.32,45542.98,49537.3,2064.05,12225,266,12491
21 May 2016,Q24714913,3896.4,44867.7,48764.1,2031.84,10361,565,10926
"May 22, 2016",Q24716493,3562.17,45073.98,48636.15,2026.51,8902,538,944
"May 23, 2016",Q24716491,3278.9,43203.55,46482.45,1936.77,10154,244,10398
"May 24, 2016",Q24717574,3412.47,45221.56,48634.03,2026.42,10947,143,1109
"May 25, 2016",Q24717576,3319.12,45515.63,48834.75,2034.78,10956,169,11125
"May 26, 2016",Q24717577,3664.58,45559.22,49223.8,2050.99,11927,226,12153
"May 27, 2016",Q24717578,3958.07,45336.83,49294.9,2053.95,12026,285,12311
"May 28, 2016",Q24717579,2508.33,45837.78,48346.11,2014.42,7365,288,7653
"May 29, 2016",Q24717580,2720.17,44394.6,47114.77,1963.12,7612,407,8019
"May 30, 2016",Q24716488,3128.93,45007.45,48136.38,2005.68,10238,228,10466
"May 31, 2016",Q24716490,3360.73,43944.9,47305.63,1971.07,11024,166,1119
2016-01-06,,3736.55,44160.25,47896.8,1995.7,1186,168,12028
2016-02-06,,3671.55,44792.0,48463.55,2019.31,12091,179,1227
2016-03-06,,3892.45,44135.08,48027.53,2001.15,11862,235,12097
2016-04-06,,3606.88,44977.17,48584.05,2024.34,9605,454,10059
2016-05-06,,3682.98,43788.58,47471.56,1977.98,9158,570,9728
2016-06-06,,3689.05,45202.46,48891.51,2037.15,11216,248,11464
2016-07-06,,3837.42,45641.07,49478.49,2061.6,12214,204,12418
2016-08-06,,3994.72,44448.23,48442.95,2018.46,12863,201,13064
2016-09-06,,3970.52,43938.82,47909.34,1996.22,1263,228,12858
2016-10-06,,4184.7,42666.88,46851.58,1952.15,12882,299,13181
2016-11-06,,3538.73,43051.85,46590.58,1941.27,9684,439,10123
2016-12-06,,3463.9,43135.19,46599.09,1941.63,8959,401,936
"June 13, 2016",Q24717638,3607.75,43986.68,47594.43,1983.1,11566,149,11715
"June 14, 2016",Q24717639,3949.87,44237.23,48187.1,2007.8,12381,136,12517
"June 15, 2016",Q24717641,3450.78,45900.3,49351.08,2056.3,11285,113,11398
"June 16, 2016",Q24717643,3246.17,46142.65,49388.82,2057.87,10832,81,10913
"June 17, 2016",Q24717644,3473.9,44731.83,48205.73,2008.57,11401,130,11531
"June 18, 2016",Q24717646,3365.53,44708.5,48074.03,2003.08,8934,350,9284
"June 19, 2016",Q24717647,3178.35,43675.42,46853.77,1952.24,8285,305,859
"June 20, 2016",Q24717648,3548.37,44327.75,47876.12,1994.84,11266,112,11378
"June 21, 2016",Q24717649,3781.18,44109.46,47890.64,1995.44,12178,134,12312
"June 22, 2016",Q24717650,4004.1,43688.1,47692.2,1987.18,12653,152,12805
"June 23, 2016",Q24717651,4041.8,44328.08,48369.88,2015.41,12639,170,12809
"June 24, 2016",Q24717652,4038.07,44487.45,48525.52,2021.9,12167,235,12402
"June 25, 2016",Q24717653,3301.15,45072.9,48374.05,2015.59,878,408,9188
"June 26, 2016",Q24717654,3194.28,44246.41,47440.69,1976.7,851,337,8847
"June 27, 2016",Q24717655,3578.08,43993.68,47571.76,1982.16,11352,199,11551
"June 28, 2016",Q24717656,3816.05,43736.72,47552.77,1981.37,12087,138,12225
"June 29, 2016",Q24717658,3902.82,44011.83,47914.65,1996.44,12558,155,12713
"June 30, 2016",Q24717659,4158.33,43693.25,47851.58,1993.82,12961,147,13108
2016-01-07,,3759.95,43357.08,47117.03,1963.21,11751,155,11906
2016-02-07,,3074.52,42885.58,45960.1,1915.0,8519,298,8817
2016-03-07,,3032.27,39236.23,42268.5,1761.19,7946,360,8306
2016-04-07,,3555.62,41880.57,45436.19,1893.17,10524,255,10779
2016-05-07,,3870.22,42589.77,46459.99,1935.83,12205,152,12357
2016-06-07,,3782.77,42987.65,46770.42,1948.77,11981,160,12141
2016-07-07,,3746.08,43011.45,46757.53,1948.23,11717,167,11884
2016-08-07,,3706.93,42684.93,46391.86,1932.99,11306,183,11489
2016-09-07,,3145.53,44255.65,47401.18,1975.05,822,328,8548
2016-10-07,,2761.62,42895.33,45656.95,1902.37,7306,340,7646
2016-11-07,,3571.67,44052.9,47624.57,1984.36,11081,137,11218
2016-12-07,,3912.67,43740.25,47652.92,1985.54,12213,153,12366
"July 13, 2016",Q24717725,3922.52,42480.93,46403.45,1933.48,12648,180,12828
"July 14, 2016",Q24717726,3893.85,41579.93,45473.78,1894.74,12046,196,12242
"July 15, 2016",Q24717727,3622.85,42342.21,45965.06,1915.21,11028,188,11216
"July 16, 2016",Q24717728,2886.67,43458.78,46345.45,1931.06,7663,357,802
"July 17, 2016",Q24717730,2799.63,41941.13,44740.76,1864.2,7107,267,7374
"July 18, 2016",Q24717731,3341.35,42835.08,46176.43,1924.02,10286,175,10461
"July 19, 2016",Q24717732,3704.3,42008.33,45712.63,1904.69,11385,168,11553
